SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,LINK
SN2065,SN,A,319,141.0,J,BRU,SN 2066 ,2018-04-13 00:00:00,2018-04-13 20:55:00,D1612
EZY431,EZY,A,320,186.0,J,BRS,EZY802  ,2018-04-13 00:00:00,2018-04-13 20:55:00,D2495
BA1460,BA,A,763,259.0,J,LHR,BA 1461 ,2018-04-13 00:00:00,2018-04-13 21:00:00,D1467
LM775,LM,A,SF3,0.0,M,INV,LM 776 P,2018-04-13 00:00:00,2018-04-13 21:00:00,D519
BE268,BE,A,DH4,78.0,J,EMA,BE 261  ,2018-04-13 00:00:00,2018-04-13 21:10:00,D239
LS822,LS,A,73C,148.0,J,MJV,LS 857  ,2018-04-13 00:00:00,2018-04-13 21:25:00,D1086
LM768,LM,A,SF3,0.0,M,ABZ,LM 769  ,2018-04-13 00:00:00,2018-04-13 21:25:00,D455
BE2110,BE,A,DH4,78.0,J,LHR,BE 2103 ,2018-04-13 00:00:00,2018-04-13 21:25:00,D657
EZY813,EZY,A,320,186.0,J,LGW,EZY482  ,2018-04-13 00:00:00,2018-04-13 21:30:00,D535
BE775,BE,A,DH4,78.0,J,SOU,BE 210  ,2018-04-13 00:00:00,2018-04-13 21:30:00,D1636
EZY6958,EZY,A,319,156.0,J,CDG,EZY6921 ,2018-04-13 00:00:00,2018-04-13 21:35:00,D2289
AF1886,AF,A,32A,174.0,J,CDG,AF 1887 ,2018-04-13 00:00:00,2018-04-13 21:35:00,D1582
EZY6932,EZY,A,320,186.0,J,HAM,EZY6997 ,2018-04-13 00:00:00,2018-04-13 21:40:00,D2442
BA2946,BA,A,319,144.0,J,LGW,        ,2018-04-13 00:00:00,2018-04-13 21:45:00,
FR8823,FR,A,73H,189.0,J,STN,FR 5834 ,2018-04-13 00:00:00,2018-04-13 21:45:00,D2066
NPT11L,NPT,A,73Y,0.0,M,STN,NPT11  M,2018-04-13 00:00:00,2018-04-13 21:45:00,D34
FR2675,FR,A,73H,189.0,J,CPH,FR 2886 ,2018-04-13 00:00:00,2018-04-13 21:50:00,D1776
EZY6908,EZY,A,320,186.0,J,GVA,EZY6929 ,2018-04-13 00:00:00,2018-04-13 21:50:00,D2422
EZY6914,EZY,A,319,156.0,J,MUC,EZY232  ,2018-04-13 00:00:00,2018-04-13 22:10:00,D192
EZY6960,EZY,A,320,186.0,J,NCE,EZY6941 ,2018-04-13 00:00:00,2018-04-13 22:45:00,D2410
FR1069,FR,A,73H,189.0,J,TSF,FR 6698 ,2018-04-13 00:00:00,2018-04-13 22:45:00,D2197
FR6622,FR,A,73H,189.0,J,TFS,FR 8882 ,2018-04-13 00:00:00,2018-04-13 22:50:00,D2658
FR6653,FR,A,73H,189.0,J,AGP,FR 6656 ,2018-04-13 00:00:00,2018-04-13 22:55:00,D2497
FR5578,FR,A,73H,189.0,J,ALC,FR 7141 ,2018-04-13 00:00:00,2018-04-13 22:55:00,D2175
FR1050,FR,A,73H,189.0,J,KTW,FR 7844 ,2018-04-13 00:00:00,2018-04-13 23:00:00,D896
NPT9H,NPT,A,73P,0.0,M,STN,NPT9   G,2018-04-14 00:00:00,2018-04-14 00:05:00,
NPT12B,NPT,A,73Y,0.0,M,EMA,NPT10  J,2018-04-14 00:00:00,2018-04-14 00:30:00,
NPT10K,NPT,A,73Y,0.0,M,STN,NPT12  A,2018-04-14 00:00:00,2018-04-14 01:10:00,
NPT4N,NPT,A,73P,0.0,M,EMA,NPT4   S,2018-04-14 00:00:00,2018-04-14 01:20:00,
BCS2518,BCS,A,75C,0.0,H,LEJ,BCS2135 ,2018-04-14 00:00:00,2018-04-14 04:15:00,D1680
3V25N,3V,A,73P,0.0,F,LGG,3V 26  H,2018-04-14 00:00:00,2018-04-14 04:35:00,
BCS2134,BCS,A,75C,0.0,H,EMA,BCS2237 ,2018-04-14 00:00:00,2018-04-14 04:40:00,D1692
EZS6917,EZS,A,320,186.0,J,BSL,EZS6918 ,2018-04-14 00:00:00,2018-04-14 06:10:00,D2263
AA278,AA,A,75W,176.0,J,JFK,AA 279  ,2018-04-14 00:00:00,2018-04-14 06:10:00,D282
EY27,EY,A,332,262.0,J,AUH,EY 28   ,2018-04-14 00:00:00,2018-04-14 06:20:00,D112
FR812,FR,A,73H,189.0,J,DUB,FR 813  ,2018-04-14 00:00:00,2018-04-14 06:35:00,D1173
FR1077,FR,A,73H,189.0,J,HAM,FR 1078 ,2018-04-14 00:00:00,2018-04-14 06:40:00,D1184
UA36,UA,A,75W,169.0,J,EWR,UA 39   ,2018-04-14 00:00:00,2018-04-14 06:45:00,D142
EI3250,EI,A,AT7,72.0,J,DUB,EI 3251 ,2018-04-14 00:00:00,2018-04-14 06:55:00,D1843
AF1686,AF,A,318,131.0,J,CDG,AF 1687 ,2018-04-14 00:00:00,2018-04-14 07:00:00,D1554
BE680,BE,A,DH4,78.0,J,BHD,BE 681  ,2018-04-14 00:00:00,2018-04-14 07:10:00,D633
FR7845,FR,A,73H,189.0,J,CFU,FR 1119 ,2018-04-14 00:00:00,2018-04-14 07:10:00,D2533
KL1277,KL,A,73H,186.0,J,AMS,KL 1278 ,2018-04-14 00:00:00,2018-04-14 07:15:00,D1222
EI3806,EI,A,AT7,70.0,J,ORK,EI 3805 ,2018-04-14 00:00:00,2018-04-14 07:20:00,D1976
EZY11,EZY,A,319,156.0,J,LTN,EZY12   ,2018-04-14 00:00:00,2018-04-14 07:30:00,D47
EZY421,EZY,A,320,186.0,J,BRS,EZY422  ,2018-04-14 00:00:00,2018-04-14 07:30:00,D2352
D81601,D8,A,7M8,189.0,J,SWF,D8 1640 ,2018-04-14 00:00:00,2018-04-14 07:55:00,D1528
EI3550,EI,A,AT7,72.0,J,DUB,EI 3551 ,2018-04-14 00:00:00,2018-04-14 08:00:00,D1938
EZY481,EZY,A,320,186.0,J,BFS,EZY6977 ,2018-04-14 00:00:00,2018-04-14 08:15:00,D2330
D85510,D8,A,73H,186.0,J,BCN,D8 5511 ,2018-04-14 00:00:00,2018-04-14 08:25:00,D2043
LM301,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-14 00:00:00,2018-04-14 08:25:00,D357
BE291,BE,A,DH4,78.0,J,MAN,BE 540  ,2018-04-14 00:00:00,2018-04-14 08:25:00,D998
BA8702,BA,A,E90,98.0,J,LCY,BA 4507P,2018-04-14 00:00:00,2018-04-14 08:25:00,D2572
EZY6974,EZY,A,320,186.0,J,PMI,EZY6973 ,2018-04-14 00:00:00,2018-04-14 08:25:00,D1742
TK1343,TK,A,73H,165.0,J,IST,TK 1344 ,2018-04-14 00:00:00,2018-04-14 08:50:00,D1326
BE842,BE,A,DH4,78.0,J,BHX,BE 2107 ,2018-04-14 00:00:00,2018-04-14 08:55:00,D763
DL409,DL,A,75W,168.0,J,JFK,DL 209  ,2018-04-14 00:00:00,2018-04-14 08:55:00,D165
LM352,LM,A,S20,50.0,J,LSI,LM 353  ,2018-04-14 00:00:00,2018-04-14 09:00:00,D433
BE262,BE,A,DH4,78.0,J,EMA,BE 845  ,2018-04-14 00:00:00,2018-04-14 09:05:00,D646
BA2936,BA,A,319,144.0,J,LGW,BA 2937 ,2018-04-14 00:00:00,2018-04-14 09:10:00,
FR8881,FR,A,73H,189.0,J,STN,FR 6654 ,2018-04-14 00:00:00,2018-04-14 09:15:00,D2160
BE763,BE,A,DH4,78.0,J,SOU,BE 764  ,2018-04-14 00:00:00,2018-04-14 09:20:00,D177
BA8704,BA,A,E70,76.0,J,LCY,BA 8713 ,2018-04-14 00:00:00,2018-04-14 09:25:00,D2612
BE2102,BE,A,DH4,78.0,J,LHR,BE 768  ,2018-04-14 00:00:00,2018-04-14 09:25:00,D665
EZY231,EZY,A,319,156.0,J,STN,EZY6905 ,2018-04-14 00:00:00,2018-04-14 09:30:00,D2253
EZY6922,EZY,A,319,156.0,J,AMS,EZY6913 ,2018-04-14 00:00:00,2018-04-14 09:35:00,D2231
EZY803,EZY,A,320,186.0,J,LGW,EZY6963 ,2018-04-14 00:00:00,2018-04-14 09:35:00,D2311
BA1438,BA,A,763,259.0,J,LHR,BA 1435 ,2018-04-14 00:00:00,2018-04-14 09:35:00,D1346
EW362,EW,A,32A,180.0,J,CGN,EW 363  ,2018-04-14 00:00:00,2018-04-14 09:50:00,D478
SK2545,SK,A,736,120.0,J,ARN,SK 2546 ,2018-04-14 00:00:00,2018-04-14 09:50:00,D1718
BE1334,BE,A,DH4,78.0,J,LCY,BE 655  ,2018-04-14 00:00:00,2018-04-14 10:00:00,D1654
EI3252,EI,A,AT7,72.0,J,DUB,EI 3253 ,2018-04-14 00:00:00,2018-04-14 10:10:00,D1858
LM392,LM,A,SF3,33.0,J,KOI,LM 397  ,2018-04-14 00:00:00,2018-04-14 10:25:00,
LH962,LH,A,321,195.0,J,FRA,LH 963  ,2018-04-14 00:00:00,2018-04-14 11:00:00,D1094
FR5833,FR,A,73H,189.0,J,BGY,FR 2674 ,2018-04-14 00:00:00,2018-04-14 11:00:00,D1731
EZY6960,EZY,A,319,156.0,J,NCE,EZY6955 ,2018-04-14 00:00:00,2018-04-14 11:05:00,D2373
LM354,LM,A,SF3,34.0,J,LSI,LM 343  ,2018-04-14 00:00:00,2018-04-14 11:25:00,
TOM1675,TOM,A,73H,189.0,C,PMI,TOM1640F,2018-04-14 00:00:00,2018-04-14 11:35:00,D1539
EZY6994,EZY,A,320,186.0,J,MAD,EZY6961 ,2018-04-14 00:00:00,2018-04-14 11:35:00,D2462
KL1281,KL,A,E90,100.0,J,AMS,KL 1282 ,2018-04-14 00:00:00,2018-04-14 11:45:00,D1237
FR2885,FR,A,73H,189.0,J,KUN,FR 1071 ,2018-04-14 00:00:00,2018-04-14 11:45:00,D2072
EZY6936,EZY,A,320,186.0,J,VIE,EZY6937 ,2018-04-14 00:00:00,2018-04-14 11:50:00,D2416
FR6267,FR,A,73H,189.0,J,BCN,FR 6242 ,2018-04-14 00:00:00,2018-04-14 11:55:00,D2116
FR7142,FR,A,73H,189.0,J,VGO,FR 1054 ,2018-04-14 00:00:00,2018-04-14 11:55:00,D1162
BE2104,BE,A,DH4,78.0,J,LHR,BE 2101 ,2018-04-14 00:00:00,2018-04-14 12:00:00,D779
EZS6904,EZS,A,320,186.0,J,GVA,EZS6903 ,2018-04-14 00:00:00,2018-04-14 12:05:00,D2216
BA1442,BA,A,319,143.0,J,LHR,BA 1445 ,2018-04-14 00:00:00,2018-04-14 12:05:00,
FR6241,FR,A,73H,189.0,J,NRN,FR 6621 ,2018-04-14 00:00:00,2018-04-14 12:10:00,D1143
QR29,QR,A,359,283.0,J,DOH,QR 30   ,2018-04-14 00:00:00,2018-04-14 12:15:00,D119
EZY6998,EZY,A,320,186.0,J,GNB,EZY6945 ,2018-04-14 00:00:00,2018-04-14 12:25:00,D916
BE541,BE,A,DH4,78.0,J,CWL,BE 843  ,2018-04-14 00:00:00,2018-04-14 12:25:00,D1033
LS718,LS,A,73C,148.0,J,PMI,LS 865  ,2018-04-14 00:00:00,2018-04-14 12:35:00,D725
BE846,BE,A,DH4,78.0,J,BHX,BE 2103 ,2018-04-14 00:00:00,2018-04-14 12:45:00,D1627
FR816,FR,A,73H,189.0,J,DUB,FR 817  ,2018-04-14 00:00:00,2018-04-14 12:45:00,D939
EZY2683,EZY,A,320,180.0,J,MXP,EZY2684 ,2018-04-14 00:00:00,2018-04-14 13:00:00,D2408
LS816,LS,A,73H,189.0,J,FAO,LS 705  ,2018-04-14 00:00:00,2018-04-14 13:20:00,D708
FR1120,FR,A,73H,189.0,J,CCF,FR 2753 ,2018-04-14 00:00:00,2018-04-14 13:25:00,D1772
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-14 00:00:00,2018-04-14 13:30:00,D1873
LS858,LS,A,73C,148.0,J,AGP,LS 723  ,2018-04-14 00:00:00,2018-04-14 13:40:00,D1004
EZY6978,EZY,A,320,186.0,J,SXF,EZY6985 ,2018-04-14 00:00:00,2018-04-14 13:40:00,D2476
D86410,D8,A,73H,186.0,J,TFS,D8 6411 ,2018-04-14 00:00:00,2018-04-14 13:45:00,D2091
EZY6964,EZY,A,320,186.0,J,JER,EZY6965 ,2018-04-14 00:00:00,2018-04-14 13:55:00,D2469
KL1285,KL,A,73H,186.0,J,AMS,KL 1286 ,2018-04-14 00:00:00,2018-04-14 13:55:00,D1251
LM398,LM,A,SF3,33.0,J,KOI,LM 393  ,2018-04-14 00:00:00,2018-04-14 14:00:00,
BE688,BE,A,DH4,78.0,J,BHD,BE 687  ,2018-04-14 00:00:00,2018-04-14 14:00:00,D980
FR6657,FR,A,73H,189.0,J,PMI,FR 6681 ,2018-04-14 00:00:00,2018-04-14 14:05:00,D2186
FR6655,FR,A,73H,189.0,J,BOD,FR 6652 ,2018-04-14 00:00:00,2018-04-14 14:40:00,D2147
D81641,D8,A,7M8,189.0,J,OSL,D8 1604 ,2018-04-14 00:00:00,2018-04-14 14:40:00,D1522
EI3256,EI,A,AT7,72.0,J,DUB,EI 3257 ,2018-04-14 00:00:00,2018-04-14 14:45:00,D1888
AF1486,AF,A,E90,100.0,J,CDG,AF 1487 ,2018-04-14 00:00:00,2018-04-14 14:45:00,D1502
LS776,LS,A,73H,189.0,J,ALC,LS 717  ,2018-04-14 00:00:00,2018-04-14 14:50:00,D721
LM344,LM,A,SF3,34.0,J,SYY,LM 353 A,2018-04-14 00:00:00,2018-04-14 14:50:00,
EZY6906,EZY,A,319,156.0,J,GVA,EZY6989 ,2018-04-14 00:00:00,2018-04-14 15:00:00,D2466
EZY6914,EZY,A,319,156.0,J,MUC,EZY486  ,2018-04-14 00:00:00,2018-04-14 15:00:00,D613
SN2063,SN,A,319,141.0,J,BRU,SN 2064 ,2018-04-14 00:00:00,2018-04-14 15:10:00,D1599
BE211,BE,A,DH4,78.0,J,EXT,BE 851  ,2018-04-14 00:00:00,2018-04-14 15:30:00,D1639
FR2675,FR,A,73H,189.0,J,CPH,FR 6624 ,2018-04-14 00:00:00,2018-04-14 15:35:00,D2195
BA1448,BA,A,321,205.0,J,LHR,BA 1455 ,2018-04-14 00:00:00,2018-04-14 15:45:00,D1442
FR6699,FR,A,73H,189.0,J,LPA,FR 6603 ,2018-04-14 00:00:00,2018-04-14 15:55:00,D2126
FR6696,FR,A,73H,189.0,J,MLA,FR 6695 ,2018-04-14 00:00:00,2018-04-14 15:55:00,D2105
KL1289,KL,A,E90,100.0,J,AMS,KL 1290 ,2018-04-14 00:00:00,2018-04-14 16:00:00,D1270
EZY6956,EZY,A,319,156.0,J,CDG,EZY6907 ,2018-04-14 00:00:00,2018-04-14 16:10:00,D2238
LH964,LH,A,321,195.0,J,FRA,LH 965  ,2018-04-14 00:00:00,2018-04-14 16:25:00,D1113
FR7922,FR,A,73H,189.0,J,GDN,FR 7921 ,2018-04-14 00:00:00,2018-04-14 16:40:00,D2539
LS780,LS,A,73H,189.0,J,GVA,LS 857  ,2018-04-14 00:00:00,2018-04-14 16:50:00,D1075
EZY6972,EZY,A,319,156.0,J,LYS,EZY6971 ,2018-04-14 00:00:00,2018-04-14 17:20:00,D2420
BE656,BE,A,DH4,78.0,J,NOC,BE 683  ,2018-04-14 00:00:00,2018-04-14 17:25:00,D660
FR1053,FR,A,73H,189.0,J,PRG,FR 1059 ,2018-04-14 00:00:00,2018-04-14 17:45:00,D1147
BA1454,BA,A,319,143.0,J,LHR,BA 1463 ,2018-04-14 00:00:00,2018-04-14 17:50:00,
BE771,BE,A,DH4,78.0,J,SOU,BE 655  ,2018-04-14 00:00:00,2018-04-14 18:35:00,D636
LS728,LS,A,73H,189.0,J,TFS,LS 705  ,2018-04-14 00:00:00,2018-04-14 18:35:00,D728
BE2108,BE,A,DH4,78.0,J,LHR,BE 1335 ,2018-04-14 00:00:00,2018-04-14 19:00:00,D1291
TOM1641,TOM,A,73H,189.0,C,INN,TOM1796 ,2018-04-14 00:00:00,2018-04-14 19:00:00,D1570
EZY811,EZY,A,320,180.0,J,LGW,EZY814  ,2018-04-14 00:00:00,2018-04-14 19:15:00,D2341
BA4506,BA,A,E90,98.0,C,CMF,BA 8701 ,2018-04-14 00:00:00,2018-04-14 19:15:00,D2581
FR1070,FR,A,73H,189.0,J,VLC,FR 6681 ,2018-04-14 00:00:00,2018-04-14 19:20:00,D961
LS866,LS,A,73C,148.0,J,SZG,LS 847  ,2018-04-14 00:00:00,2018-04-14 19:30:00,D827
BE852,BE,A,DH4,78.0,J,BHX,BE 263  ,2018-04-14 00:00:00,2018-04-14 19:30:00,D761
FR818,FR,A,73H,189.0,J,DUB,FR 819  ,2018-04-14 00:00:00,2018-04-14 19:45:00,D2178
EZY489,EZY,A,319,156.0,J,BFS,EZY6981 ,2018-04-14 00:00:00,2018-04-14 20:25:00,D2445
BA1462,BA,A,319,143.0,J,LHR,BA 2931 ,2018-04-14 00:00:00,2018-04-14 20:30:00,
FR2752,FR,A,73H,189.0,J,PSA,FR 6642 ,2018-04-14 00:00:00,2018-04-14 20:30:00,D2137
KL1293,KL,A,73H,186.0,J,AMS,KL 1276 ,2018-04-14 00:00:00,2018-04-14 20:35:00,D1207
BA1460,BA,A,763,259.0,J,LHR,BA 1443 ,2018-04-14 00:00:00,2018-04-14 21:05:00,D1385
FR6682,FR,A,73H,189.0,J,CIA,FR 7616 ,2018-04-14 00:00:00,2018-04-14 21:35:00,D2513
AF1886,AF,A,32A,174.0,J,CDG,AF 1887 ,2018-04-14 00:00:00,2018-04-14 21:35:00,D1583
EZY6908,EZY,A,319,156.0,J,GVA,EZY6955 ,2018-04-14 00:00:00,2018-04-14 21:40:00,D2363
BA2946,BA,A,319,144.0,J,LGW,        ,2018-04-14 00:00:00,2018-04-14 22:15:00,
LS724,LS,A,73C,148.0,J,NAP,LS 779  ,2018-04-14 00:00:00,2018-04-14 22:25:00,D830
EZY6986,EZY,A,320,186.0,J,SOF,EZY6993 ,2018-04-14 00:00:00,2018-04-14 22:25:00,D2427
FR1060,FR,A,73H,189.0,J,SZZ,FR 6266 ,2018-04-14 00:00:00,2018-04-14 22:35:00,D2075
FR6625,FR,A,73H,189.0,J,KRK,FR 6695 ,2018-04-14 00:00:00,2018-04-14 22:40:00,D2189
EZY6990,EZY,A,319,156.0,J,ALC,EZY238  ,2018-04-14 00:00:00,2018-04-14 22:45:00,D1905
FR6606,FR,A,73H,189.0,J,OPO,FR 6656 ,2018-04-14 00:00:00,2018-04-14 22:45:00,D2167
FR6622,FR,A,73H,189.0,J,TFS,FR 1064 ,2018-04-14 00:00:00,2018-04-14 22:50:00,D2031
EZY6938,EZY,A,320,186.0,J,HER,EZY6991 ,2018-04-14 00:00:00,2018-04-14 22:55:00,D2219
FR6653,FR,A,73H,189.0,J,AGP,FR 4524 ,2018-04-14 00:00:00,2018-04-14 22:55:00,D1150
EZY6930,EZY,A,320,186.0,J,DLM,EZY6939 ,2018-04-14 00:00:00,2018-04-14 23:30:00,D2344
EZY6946,EZY,A,320,186.0,J,PFO,EZY6905 ,2018-04-14 00:00:00,2018-04-14 23:45:00,D1738
EZY6966,EZY,A,320,186.0,J,ATH,EZY6975 ,2018-04-14 00:00:00,2018-04-14 23:50:00,D2277
LS706B,LS,A,73H,189.0,J,ACE,LS 727  ,2018-04-15 00:00:00,2018-04-15 00:35:00,D705
EZS6917,EZS,A,320,186.0,J,BSL,EZS6918 ,2018-04-15 00:00:00,2018-04-15 06:10:00,D2264
AA278,AA,A,75W,176.0,J,JFK,AA 279  ,2018-04-15 00:00:00,2018-04-15 06:10:00,D283
EY27,EY,A,332,262.0,J,AUH,EY 28   ,2018-04-15 00:00:00,2018-04-15 06:20:00,D113
FR812,FR,A,73H,189.0,J,DUB,FR 813  ,2018-04-15 00:00:00,2018-04-15 06:35:00,D897
UA36,UA,A,75W,169.0,J,EWR,UA 39   ,2018-04-15 00:00:00,2018-04-15 06:45:00,D143
EI3250,EI,A,AT7,72.0,J,DUB,EI 3251 ,2018-04-15 00:00:00,2018-04-15 06:55:00,D1844
AF1686,AF,A,318,131.0,J,CDG,AF 1687 ,2018-04-15 00:00:00,2018-04-15 07:00:00,D1544
EI3806,EI,A,AT7,70.0,J,ORK,EI 3675 ,2018-04-15 00:00:00,2018-04-15 07:20:00,D1961
KL1277,KL,A,73W,142.0,J,AMS,KL 1278 ,2018-04-15 00:00:00,2018-04-15 07:25:00,D1210
EI3550,EI,A,AT7,72.0,J,DUB,EI 3551 ,2018-04-15 00:00:00,2018-04-15 08:00:00,D1939
EZY2683,EZY,A,320,180.0,J,MXP,EZY2684 ,2018-04-15 00:00:00,2018-04-15 08:00:00,D2493
D81605,D8,A,7M8,189.0,J,PVD,D8 1640 ,2018-04-15 00:00:00,2018-04-15 08:05:00,D1535
DY4463,DY,A,73H,186.0,J,ARN,DY 4464 ,2018-04-15 00:00:00,2018-04-15 08:10:00,D1991
SK4601,SK,A,736,123.0,J,OSL,SK 4602 ,2018-04-15 00:00:00,2018-04-15 09:05:00,D2036
BA1438,BA,A,763,259.0,J,LHR,BA 1435 ,2018-04-15 00:00:00,2018-04-15 09:15:00,
FR5578,FR,A,73H,189.0,J,ALC,FR 5579 ,2018-04-15 00:00:00,2018-04-15 09:15:00,D2046
WW860,WW,A,321,200.0,J,KEF,WW 861  ,2018-04-15 00:00:00,2018-04-15 09:20:00,D1078
BE2102,BE,A,DH4,78.0,J,LHR,BE 764  ,2018-04-15 00:00:00,2018-04-15 09:25:00,D249
SK2513,SK,A,CR9,90.0,J,CPH,SK 2514 ,2018-04-15 00:00:00,2018-04-15 09:45:00,D1699
EZY6922,EZY,A,320,180.0,J,AMS,EZY6921 ,2018-04-15 00:00:00,2018-04-15 10:10:00,D195
EI3252,EI,A,AT7,72.0,J,DUB,EI 3253 ,2018-04-15 00:00:00,2018-04-15 10:10:00,D1859
EZY6962,EZY,A,320,186.0,J,PRG,EZY6995 ,2018-04-15 00:00:00,2018-04-15 10:15:00,D2430
EW362,EW,A,32A,180.0,J,CGN,EW 363  ,2018-04-15 00:00:00,2018-04-15 10:15:00,D468
LH962,LH,A,321,195.0,J,FRA,LH 963  ,2018-04-15 00:00:00,2018-04-15 11:00:00,D1095
FR7617,FR,A,73H,189.0,J,SDR,FR 7834 ,2018-04-15 00:00:00,2018-04-15 11:05:00,D2529
EZY6906,EZY,A,320,186.0,J,GVA,EZY234  ,2018-04-15 00:00:00,2018-04-15 11:05:00,D2234
SK2545,SK,A,32A,174.0,J,ARN,SK 2546 ,2018-04-15 00:00:00,2018-04-15 11:15:00,D1719
EZY6976,EZY,A,320,186.0,J,BIO,EZY6907 ,2018-04-15 00:00:00,2018-04-15 11:30:00,D862
EZY6942,EZY,A,320,186.0,J,KEF,EZY6977 ,2018-04-15 00:00:00,2018-04-15 11:30:00,D2292
EI3672,EI,A,AT7,70.0,J,SNN,EI 3805 ,2018-04-15 00:00:00,2018-04-15 11:30:00,D1974
BE684,BE,A,DH4,78.0,J,BHD,BE 687  ,2018-04-15 00:00:00,2018-04-15 11:35:00,D663
EZY6994,EZY,A,320,186.0,J,MAD,EZY6923 ,2018-04-15 00:00:00,2018-04-15 11:35:00,D873
EZY6940,EZY,A,320,186.0,J,KRK,EZY490  ,2018-04-15 00:00:00,2018-04-15 11:40:00,D67
KL1281,KL,A,E90,100.0,J,AMS,KL 1282 ,2018-04-15 00:00:00,2018-04-15 11:45:00,D1225
BA4508,BA,A,E90,98.0,C,CMF,BA 8703 ,2018-04-15 00:00:00,2018-04-15 11:45:00,D2640
FR1065,FR,A,73H,189.0,J,TLS,FR 1078 ,2018-04-15 00:00:00,2018-04-15 11:55:00,D1176
FR6643,FR,A,73H,189.0,J,BTS,FR 6605 ,2018-04-15 00:00:00,2018-04-15 11:55:00,D2546
BE2104,BE,A,DH4,78.0,J,LHR,BE 766  ,2018-04-15 00:00:00,2018-04-15 12:00:00,D767
BA2936,BA,A,320,169.0,J,LGW,BA 2937 ,2018-04-15 00:00:00,2018-04-15 12:05:00,D1796
BA1442,BA,A,319,143.0,J,LHR,BA 1445 ,2018-04-15 00:00:00,2018-04-15 12:05:00,
EZY3385,EZY,A,319,156.0,J,VCE,EZY3386 ,2018-04-15 00:00:00,2018-04-15 12:10:00,D208
FR6682,FR,A,73H,189.0,J,CIA,FR 1109 ,2018-04-15 00:00:00,2018-04-15 12:10:00,D944
EZY6982,EZY,A,319,156.0,J,LIS,EZY6983 ,2018-04-15 00:00:00,2018-04-15 12:10:00,D582
LM394,LM,A,SF3,33.0,J,KOI,LM 355  ,2018-04-15 00:00:00,2018-04-15 12:10:00,
QR29,QR,A,359,283.0,J,DOH,QR 30   ,2018-04-15 00:00:00,2018-04-15 12:15:00,D120
EZY6992,EZY,A,320,186.0,J,NAP,EZY806  ,2018-04-15 00:00:00,2018-04-15 12:20:00,D540
FR6267,FR,A,73H,189.0,J,BCN,FR 8421 ,2018-04-15 00:00:00,2018-04-15 12:25:00,D1139
LS718,LS,A,73H,189.0,J,PMI,LS 775  ,2018-04-15 00:00:00,2018-04-15 12:30:00,D839
FR4525,FR,A,73H,189.0,J,WMI,FR 817  ,2018-04-15 00:00:00,2018-04-15 12:35:00,D1751
LS780,LS,A,73C,148.0,J,GVA,LS 815  ,2018-04-15 00:00:00,2018-04-15 12:45:00,D923
FR816,FR,A,73H,189.0,J,DUB,FR 1054 ,2018-04-15 00:00:00,2018-04-15 12:45:00,D1167
BE4503,BE,A,E95,118.0,J,CWL,BE 4504 ,2018-04-15 00:00:00,2018-04-15 12:50:00,D2008
BE846,BE,A,DH4,78.0,J,BHX,BE 294  ,2018-04-15 00:00:00,2018-04-15 13:10:00,D1298
LM354A,LM,A,SF3,33.0,J,LSI,LM 347  ,2018-04-15 00:00:00,2018-04-15 13:10:00,
FR6657,FR,A,73H,189.0,J,PMI,FR 2684 ,2018-04-15 00:00:00,2018-04-15 13:15:00,D2108
BE767,BE,A,DH4,78.0,J,SOU,BE 1341 ,2018-04-15 00:00:00,2018-04-15 13:20:00,D1016
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-15 00:00:00,2018-04-15 13:30:00,D1874
EZY481,EZY,A,319,156.0,J,BFS,EZY482  ,2018-04-15 00:00:00,2018-04-15 13:35:00,D74
BA1446,BA,A,320,168.0,J,LHR,BA 1453 ,2018-04-15 00:00:00,2018-04-15 13:35:00,D1419
BE1336,BE,A,DH4,78.0,J,LCY,BE 849  ,2018-04-15 00:00:00,2018-04-15 13:40:00,D310
LS858,LS,A,73H,189.0,J,AGP,LS 797  ,2018-04-15 00:00:00,2018-04-15 13:40:00,D810
KL1285,KL,A,73W,142.0,J,AMS,KL 1286 ,2018-04-15 00:00:00,2018-04-15 13:55:00,D1240
TK1345,TK,A,73H,165.0,J,IST,TK 1346 ,2018-04-15 00:00:00,2018-04-15 14:00:00,D1335
LS848,LS,A,73C,148.0,J,DBV,LS 787  ,2018-04-15 00:00:00,2018-04-15 14:05:00,
EZY807,EZY,A,320,186.0,J,LGW,EZY16   ,2018-04-15 00:00:00,2018-04-15 14:10:00,D603
EZY15,EZY,A,320,186.0,J,LTN,EZY808  ,2018-04-15 00:00:00,2018-04-15 14:10:00,D2391
BE688,BE,A,DH4,78.0,J,BHD,BE 2107 ,2018-04-15 00:00:00,2018-04-15 14:20:00,D1646
D83502,D8,A,73H,186.0,J,CPH,D8 3503 ,2018-04-15 00:00:00,2018-04-15 14:25:00,D1914
EZY233,EZY,A,320,186.0,J,STN,EZY486  ,2018-04-15 00:00:00,2018-04-15 14:35:00,D616
LM305,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-15 00:00:00,2018-04-15 14:35:00,D345
D81641,D8,A,7M8,189.0,J,OSL,D8 1600 ,2018-04-15 00:00:00,2018-04-15 14:40:00,D1516
