SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,LINK
FR1053,FR,A,73H,189.0,J,PRG,FR 8824 ,2018-04-12 00:00:00,2018-04-12 18:10:00,D2647
BA8708,BA,A,E90,98.0,J,LCY,BA 8719 ,2018-04-12 00:00:00,2018-04-12 18:20:00,D2638
EI3258,EI,A,AT7,72.0,J,DUB,EI 3259 ,2018-04-12 00:00:00,2018-04-12 18:20:00,D1900
LS706,LS,A,73H,189.0,J,ACE,LS 745  ,2018-04-12 00:00:00,2018-04-12 18:20:00,D736
BE1342,BE,A,DH4,78.0,J,LCY,BE 2101 ,2018-04-12 00:00:00,2018-04-12 18:30:00,D697
FR6643,FR,A,73H,189.0,J,BTS,FR 6642 ,2018-04-12 00:00:00,2018-04-12 18:30:00,D2139
BE694,BE,A,DH4,78.0,J,BHD,BE 693  ,2018-04-12 00:00:00,2018-04-12 18:55:00,D1065
BA1458,BA,A,319,143.0,J,LHR,BA 1465 ,2018-04-12 00:00:00,2018-04-12 18:55:00,D1787
BE2108,BE,A,DH4,78.0,J,LHR,BE 855  ,2018-04-12 00:00:00,2018-04-12 19:00:00,D1619
BE852,BE,A,DH4,78.0,J,BHX,BE 1331 ,2018-04-12 00:00:00,2018-04-12 19:15:00,D1279
LM358,LM,A,SF3,34.0,J,LSI,        ,2018-04-12 00:00:00,2018-04-12 19:15:00,D452
FR1070,FR,A,73H,189.0,J,VLC,FR 6626 ,2018-04-12 00:00:00,2018-04-12 19:20:00,D959
EZY429,EZY,A,320,186.0,J,BRS,EZY20   ,2018-04-12 00:00:00,2018-04-12 19:25:00,D843
BA8710,BA,A,E90,98.0,J,LCY,BA 8701 ,2018-04-12 00:00:00,2018-04-12 19:25:00,D2560
EZY19,EZY,A,320,186.0,J,LTN,EZY432  ,2018-04-12 00:00:00,2018-04-12 19:30:00,D190
FR818,FR,A,73H,189.0,J,DUB,FR 819  ,2018-04-12 00:00:00,2018-04-12 19:45:00,D2132
EZY811,EZY,A,320,186.0,J,LGW,EZY814  ,2018-04-12 00:00:00,2018-04-12 19:45:00,D2336
BE1344,BE,A,DH4,78.0,J,LCY,BE 290  ,2018-04-12 00:00:00,2018-04-12 19:45:00,D296
EZY239,EZY,A,320,186.0,J,STN,EZY232  ,2018-04-12 00:00:00,2018-04-12 20:10:00,D2358
BA8714,BA,A,E90,98.0,J,LCY,BA 8703 ,2018-04-12 00:00:00,2018-04-12 20:10:00,D2570
FR8887,FR,A,73H,189.0,J,STN,FR 2453 ,2018-04-12 00:00:00,2018-04-12 20:25:00,D2182
BA1462,BA,A,319,143.0,J,LHR,BA 1461 ,2018-04-12 00:00:00,2018-04-12 20:30:00,D1399
KL1293,KL,A,73H,186.0,J,AMS,KL 1276 ,2018-04-12 00:00:00,2018-04-12 20:35:00,D1205
TOM1443,TOM,A,73H,189.0,C,ACE,TOM1552 ,2018-04-12 00:00:00,2018-04-12 20:35:00,D1507
BE297,BE,A,DH4,78.0,J,MAN,BE 760  ,2018-04-12 00:00:00,2018-04-12 20:45:00,D746
EZY431,EZY,A,320,186.0,J,BRS,EZY6939 ,2018-04-12 00:00:00,2018-04-12 20:55:00,D2221
BE854,BE,A,DH4,78.0,J,BHX,BE 841  ,2018-04-12 00:00:00,2018-04-12 20:55:00,D977
SN2065,SN,A,319,141.0,J,BRU,SN 2066 ,2018-04-12 00:00:00,2018-04-12 20:55:00,D1611
LM775,LM,A,SF3,0.0,M,INV,LM 776 P,2018-04-12 00:00:00,2018-04-12 21:00:00,D465
FR2752,FR,A,73H,189.0,J,PSA,FR 6681 ,2018-04-12 00:00:00,2018-04-12 21:05:00,D1696
BA8718,BA,A,E90,98.0,J,LCY,BA 8711 ,2018-04-12 00:00:00,2018-04-12 21:10:00,D2608
EZY6984,EZY,A,320,186.0,J,CPH,EZY6905 ,2018-04-12 00:00:00,2018-04-12 21:10:00,D594
BE268,BE,A,DH4,78.0,J,EMA,BE 261  ,2018-04-12 00:00:00,2018-04-12 21:10:00,D241
BA1460,BA,A,763,259.0,J,LHR,BA 1435 ,2018-04-12 00:00:00,2018-04-12 21:20:00,D1357
BE2110,BE,A,DH4,78.0,J,LHR,BE 681  ,2018-04-12 00:00:00,2018-04-12 21:25:00,D655
LM768,LM,A,SF3,0.0,M,ABZ,LM 769  ,2018-04-12 00:00:00,2018-04-12 21:25:00,D516
EZY813,EZY,A,320,186.0,J,LGW,EZY6949 ,2018-04-12 00:00:00,2018-04-12 21:30:00,D533
BE775,BE,A,DH4,78.0,J,SOU,BE 292  ,2018-04-12 00:00:00,2018-04-12 21:30:00,D989
AF1886,AF,A,32A,174.0,J,CDG,AF 1887 ,2018-04-12 00:00:00,2018-04-12 21:35:00,D1581
EZY6958,EZY,A,319,156.0,J,CDG,EZY12   ,2018-04-12 00:00:00,2018-04-12 21:35:00,D45
FR8823,FR,A,73H,189.0,J,STN,FR 6266 ,2018-04-12 00:00:00,2018-04-12 21:45:00,D2085
BA2946,BA,A,319,144.0,J,LGW,BA 1443 ,2018-04-12 00:00:00,2018-04-12 21:45:00,D1445
NPT11L,NPT,A,73Y,0.0,M,STN,NPT11  M,2018-04-12 00:00:00,2018-04-12 21:45:00,D33
EZY6902,EZY,A,320,186.0,J,SVQ,EZY482  ,2018-04-12 00:00:00,2018-04-12 21:50:00,D1737
EZY6914,EZY,A,319,156.0,J,MUC,EZY6915 ,2018-04-12 00:00:00,2018-04-12 22:10:00,D1909
FR4382,FR,A,73H,189.0,J,HHN,FR 8882 ,2018-04-12 00:00:00,2018-04-12 22:25:00,D2656
FR6625,FR,A,73H,189.0,J,KRK,FR 1017 ,2018-04-12 00:00:00,2018-04-12 22:40:00,D1121
EZY6992,EZY,A,319,156.0,J,NAP,EZY6955 ,2018-04-12 00:00:00,2018-04-12 22:50:00,D60
FR5578,FR,A,73H,189.0,J,ALC,FR 6656 ,2018-04-12 00:00:00,2018-04-12 22:55:00,D2164
FR6653,FR,A,73H,189.0,J,AGP,FR 6826 ,2018-04-12 00:00:00,2018-04-12 22:55:00,D901
NPT9H,NPT,A,73P,0.0,M,STN,NPT9   G,2018-04-13 00:00:00,2018-04-13 00:05:00,D16
NPT12B,NPT,A,73Y,0.0,M,EMA,NPT10  J,2018-04-13 00:00:00,2018-04-13 00:30:00,D25
NPT10K,NPT,A,73Y,0.0,M,STN,NPT12  A,2018-04-13 00:00:00,2018-04-13 01:10:00,D55
NPT4N,NPT,A,73P,0.0,M,EMA,NPT4   S,2018-04-13 00:00:00,2018-04-13 01:20:00,D5
3V25N,3V,A,73P,0.0,F,LGG,3V 26  H,2018-04-13 00:00:00,2018-04-13 04:35:00,D100
BCS2134,BCS,A,75C,0.0,H,EMA,BCS2135 ,2018-04-13 00:00:00,2018-04-13 04:40:00,D1678
SRR6566,SRR,A,76Y,0.0,F,CGN,SRR6565 ,2018-04-13 00:00:00,2018-04-13 05:15:00,D2100
AA278,AA,A,75W,176.0,J,JFK,AA 279  ,2018-04-13 00:00:00,2018-04-13 06:10:00,D286
QR31,QR,A,359,283.0,J,DOH,QR 32   ,2018-04-13 00:00:00,2018-04-13 06:20:00,D126
UA36,UA,A,75W,169.0,J,EWR,UA 39   ,2018-04-13 00:00:00,2018-04-13 06:45:00,D141
FR812,FR,A,73H,189.0,J,DUB,FR 813  ,2018-04-13 00:00:00,2018-04-13 06:50:00,D2208
EI3250,EI,A,AT7,72.0,J,DUB,EI 3251 ,2018-04-13 00:00:00,2018-04-13 06:55:00,D1842
AF1686,AF,A,318,131.0,J,CDG,AF 1687 ,2018-04-13 00:00:00,2018-04-13 07:00:00,D1556
BE4501,BE,A,E95,118.0,J,CWL,BE 4502 ,2018-04-13 00:00:00,2018-04-13 07:10:00,D2000
BE680,BE,A,DH4,78.0,J,BHD,BE 843  ,2018-04-13 00:00:00,2018-04-13 07:10:00,D1642
EZS6917,EZS,A,320,186.0,J,BSL,EZS6918 ,2018-04-13 00:00:00,2018-04-13 07:15:00,D2272
BE840,BE,A,DH4,78.0,J,BHX,BE 2103 ,2018-04-13 00:00:00,2018-04-13 07:15:00,D259
LM301,LM,A,D38,31.0,J,NWI,LM 302  ,2018-04-13 00:00:00,2018-04-13 07:15:00,D341
BA1432,BA,A,320,168.0,J,LHR,BA 2937 ,2018-04-13 00:00:00,2018-04-13 07:20:00,D1370
EI3806,EI,A,AT7,70.0,J,ORK,EI 3675 ,2018-04-13 00:00:00,2018-04-13 07:20:00,D1960
KL1277,KL,A,73H,186.0,J,AMS,KL 1278 ,2018-04-13 00:00:00,2018-04-13 07:25:00,D1220
EZY421,EZY,A,320,186.0,J,BRS,EZY422  ,2018-04-13 00:00:00,2018-04-13 07:30:00,D2441
FR1108,FR,A,73H,189.0,J,EIN,FR 1109 ,2018-04-13 00:00:00,2018-04-13 07:30:00,D1180
BA2936,BA,A,320,169.0,J,LGW,BA 1439 ,2018-04-13 00:00:00,2018-04-13 07:40:00,D1805
LM390,LM,A,SF3,33.0,J,KOI,LM 391  ,2018-04-13 00:00:00,2018-04-13 07:50:00,D819
EZY2683,EZY,A,320,180.0,J,MXP,EZY2684 ,2018-04-13 00:00:00,2018-04-13 08:00:00,D2287
EI3550,EI,A,AT7,72.0,J,DUB,EI 3551 ,2018-04-13 00:00:00,2018-04-13 08:00:00,D1937
DX3591,DX,A,M83,172.0,C,CPH,DX 3592 ,2018-04-13 00:00:00,2018-04-13 08:00:00,D1940
DX3631,DX,A,AT7,66.0,C,BLL,DX 3632 ,2018-04-13 00:00:00,2018-04-13 08:00:00,D1948
LM352,LM,A,SF3,33.0,J,LSI,LM 353  ,2018-04-13 00:00:00,2018-04-13 08:05:00,D787
D81605,D8,A,7M8,189.0,J,PVD,D8 1640 ,2018-04-13 00:00:00,2018-04-13 08:05:00,D1532
BA1434,BA,A,763,259.0,J,LHR,BA 1441 ,2018-04-13 00:00:00,2018-04-13 08:10:00,D1380
EZY481,EZY,A,320,186.0,J,BFS,EZY6977 ,2018-04-13 00:00:00,2018-04-13 08:15:00,D600
EZY3385,EZY,A,319,156.0,J,VCE,EZY3386 ,2018-04-13 00:00:00,2018-04-13 08:20:00,D2257
BE291,BE,A,DH4,78.0,J,MAN,BE 263  ,2018-04-13 00:00:00,2018-04-13 08:25:00,D302
EZY11,EZY,A,319,156.0,J,LTN,EZY14   ,2018-04-13 00:00:00,2018-04-13 08:35:00,D2369
EZY231,EZY,A,320,186.0,J,STN,EZY6921 ,2018-04-13 00:00:00,2018-04-13 08:40:00,D2488
EZY803,EZY,A,320,186.0,J,LGW,EZY484  ,2018-04-13 00:00:00,2018-04-13 08:45:00,D205
TK1343,TK,A,73H,165.0,J,IST,TK 1344 ,2018-04-13 00:00:00,2018-04-13 08:50:00,D1325
DL409,DL,A,75W,168.0,J,JFK,DL 209  ,2018-04-13 00:00:00,2018-04-13 08:55:00,D164
BE842,BE,A,DH4,78.0,J,BHX,BE 655  ,2018-04-13 00:00:00,2018-04-13 08:55:00,D997
REV71C,REV,A,CN2,0.0,F,EMA,REV71  D,2018-04-13 00:00:00,2018-04-13 09:05:00,D155
BE262,BE,A,DH4,78.0,J,EMA,BE 845  ,2018-04-13 00:00:00,2018-04-13 09:05:00,D758
BA8704,BA,A,E70,76.0,J,LCY,BA 8715 ,2018-04-13 00:00:00,2018-04-13 09:10:00,D2621
BE763,BE,A,DH4,78.0,J,SOU,BE 210  ,2018-04-13 00:00:00,2018-04-13 09:10:00,D174
FR8881,FR,A,73H,189.0,J,STN,FR 8884 ,2018-04-13 00:00:00,2018-04-13 09:15:00,D2670
BE1332,BE,A,DH4,78.0,J,LCY,BE 764  ,2018-04-13 00:00:00,2018-04-13 09:20:00,D644
WW860,WW,A,321,200.0,J,KEF,WW 861  ,2018-04-13 00:00:00,2018-04-13 09:20:00,D1084
BE2102,BE,A,DH4,78.0,J,LHR,BE 689  ,2018-04-13 00:00:00,2018-04-13 09:25:00,D670
BA1438,BA,A,320,168.0,J,LHR,BA 1455 ,2018-04-13 00:00:00,2018-04-13 09:40:00,D1427
SK2541,SK,A,73H,181.0,J,ARN,SK 2542 ,2018-04-13 00:00:00,2018-04-13 09:45:00,D1704
LM350,LM,A,SF3,34.0,J,LSI,LM 335  ,2018-04-13 00:00:00,2018-04-13 09:50:00,D490
FR1286,FR,A,73H,189.0,J,MRS,FR 1287 ,2018-04-13 00:00:00,2018-04-13 09:55:00,D1256
EZS6919,EZS,A,320,186.0,J,BSL,EZS6920 ,2018-04-13 00:00:00,2018-04-13 10:05:00,D2274
EI3252,EI,A,AT7,72.0,J,DUB,EI 3253 ,2018-04-13 00:00:00,2018-04-13 10:10:00,D1857
EZY6962,EZY,A,320,186.0,J,PRG,EZY234  ,2018-04-13 00:00:00,2018-04-13 10:15:00,D855
EZY233,EZY,A,320,180.0,J,STN,EZY6995 ,2018-04-13 00:00:00,2018-04-13 10:40:00,D214
EW362,EW,A,32A,180.0,J,CGN,EW 363  ,2018-04-13 00:00:00,2018-04-13 10:55:00,D476
FR5833,FR,A,73H,189.0,J,BGY,FR 5834 ,2018-04-13 00:00:00,2018-04-13 11:00:00,D2064
LH962,LH,A,321,195.0,J,FRA,LH 963  ,2018-04-13 00:00:00,2018-04-13 11:00:00,D1101
EZY6906,EZY,A,320,186.0,J,GVA,EZY6923 ,2018-04-13 00:00:00,2018-04-13 11:05:00,D877
LM392,LM,A,SF3,33.0,J,KOI,LM 313  ,2018-04-13 00:00:00,2018-04-13 11:15:00,D499
FR2454,FR,A,73H,189.0,J,BLQ,FR 7892 ,2018-04-13 00:00:00,2018-04-13 11:25:00,D2535
FR7893,FR,A,73H,189.0,J,GOT,FR 815  ,2018-04-13 00:00:00,2018-04-13 11:25:00,D1134
EZY483,EZY,A,320,186.0,J,BFS,EZY806  ,2018-04-13 00:00:00,2018-04-13 11:25:00,D611
TO3624,TO,A,73H,189.0,J,ORY,TO 3625 ,2018-04-13 00:00:00,2018-04-13 11:25:00,D1942
EI3672,EI,A,AT7,70.0,J,SNN,EI 3805 ,2018-04-13 00:00:00,2018-04-13 11:30:00,D1973
KL1281,KL,A,73H,186.0,J,AMS,KL 1282 ,2018-04-13 00:00:00,2018-04-13 11:40:00,D1235
EZY6940,EZY,A,320,186.0,J,KRK,EZY6931 ,2018-04-13 00:00:00,2018-04-13 11:40:00,D2294
WK310,WK,A,320,180.0,J,ZRH,WK 311  ,2018-04-13 00:00:00,2018-04-13 11:45:00,D370
BA2216,BA,A,E90,98.0,J,LCY,BA 2217 ,2018-04-13 00:00:00,2018-04-13 11:50:00,D1689
BE293,BE,A,DH4,78.0,J,MAN,BE 687  ,2018-04-13 00:00:00,2018-04-13 11:55:00,D1295
FR6267,FR,A,73H,189.0,J,BCN,FR 1051 ,2018-04-13 00:00:00,2018-04-13 11:55:00,D2122
BE2104,BE,A,DH4,78.0,J,LHR,BE 2107 ,2018-04-13 00:00:00,2018-04-13 12:00:00,D317
BA1442,BA,A,319,143.0,J,LHR,BA 1445 ,2018-04-13 00:00:00,2018-04-13 12:05:00,D1470
BA2940,BA,A,319,144.0,J,LGW,BA 2941 ,2018-04-13 00:00:00,2018-04-13 12:05:00,D1819
FR6682,FR,A,73H,189.0,J,CIA,FR 6621 ,2018-04-13 00:00:00,2018-04-13 12:10:00,D2510
EZY13,EZY,A,319,156.0,J,LTN,EZY426  ,2018-04-13 00:00:00,2018-04-13 12:15:00,D544
EZY425,EZY,A,319,156.0,J,BRS,EZY6983 ,2018-04-13 00:00:00,2018-04-13 12:15:00,D2458
FR1018,FR,A,73H,189.0,J,BUD,FR 7352 ,2018-04-13 00:00:00,2018-04-13 12:35:00,D938
EZY6922,EZY,A,320,186.0,J,AMS,EZY238  ,2018-04-13 00:00:00,2018-04-13 12:40:00,D622
SK2545,SK,A,32A,174.0,J,ARN,SK 2546 ,2018-04-13 00:00:00,2018-04-13 12:40:00,D1717
FR816,FR,A,73H,189.0,J,DUB,FR 817  ,2018-04-13 00:00:00,2018-04-13 12:45:00,D1755
BE846,BE,A,DH4,78.0,J,BHX,BE 1339 ,2018-04-13 00:00:00,2018-04-13 12:45:00,D772
FR8883,FR,A,73H,189.0,J,STN,FR 2684 ,2018-04-13 00:00:00,2018-04-13 12:50:00,D1125
BE688,BE,A,DH4,78.0,J,BHD,BE 294  ,2018-04-13 00:00:00,2018-04-13 12:50:00,D1013
RC414,RC,A,320,168.0,J,FAE,RC 415  ,2018-04-13 00:00:00,2018-04-13 12:50:00,D525
LM336,LM,A,SF3,33.0,J,WIC,LM 397  ,2018-04-13 00:00:00,2018-04-13 13:10:00,D400
LS854,LS,A,73C,148.0,J,VCE,LS 851  ,2018-04-13 00:00:00,2018-04-13 13:10:00,D963
LM354A,LM,A,SF3,33.0,J,LSI,LM 347  ,2018-04-13 00:00:00,2018-04-13 13:10:00,D493
FR6657,FR,A,73H,189.0,J,PMI,FR 1048 ,2018-04-13 00:00:00,2018-04-13 13:15:00,D929
BE211,BE,A,DH4,78.0,J,EXT,BE 768  ,2018-04-13 00:00:00,2018-04-13 13:15:00,D1306
LS816,LS,A,73C,148.0,J,FAO,LS 821  ,2018-04-13 00:00:00,2018-04-13 13:20:00,D720
BE767,BE,A,DH4,78.0,J,SOU,BE 849  ,2018-04-13 00:00:00,2018-04-13 13:20:00,D684
BA1446,BA,A,320,168.0,J,LHR,BA 1453 ,2018-04-13 00:00:00,2018-04-13 13:30:00,D1429
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-13 00:00:00,2018-04-13 13:30:00,D1872
D83502,D8,A,73H,186.0,J,CPH,D8 3503 ,2018-04-13 00:00:00,2018-04-13 13:30:00,D1924
EZY6978,EZY,A,320,186.0,J,SXF,EZY6993 ,2018-04-13 00:00:00,2018-04-13 13:40:00,D555
KL1285,KL,A,E90,100.0,J,AMS,KL 1286 ,2018-04-13 00:00:00,2018-04-13 13:55:00,D1249
BE656,BE,A,DH4,78.0,J,NOC,BE 1341 ,2018-04-13 00:00:00,2018-04-13 14:10:00,D1656
EZY807,EZY,A,320,186.0,J,LGW,EZY808  ,2018-04-13 00:00:00,2018-04-13 14:10:00,D2236
LM305,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-13 00:00:00,2018-04-13 14:15:00,D349
FR6619,FR,A,73H,189.0,J,POZ,FR 6618 ,2018-04-13 00:00:00,2018-04-13 14:25:00,D2114
BA8716,BA,A,E70,76.0,J,LCY,BA 8707 ,2018-04-13 00:00:00,2018-04-13 14:40:00,D2590
D81641,D8,A,7M8,189.0,J,OSL,D8 1600 ,2018-04-13 00:00:00,2018-04-13 14:40:00,D1515
EI3256,EI,A,AT7,72.0,J,DUB,EI 3257 ,2018-04-13 00:00:00,2018-04-13 14:45:00,D1887
AF1486,AF,A,E90,100.0,J,CDG,AF 1487 ,2018-04-13 00:00:00,2018-04-13 14:45:00,D1501
FR6827,FR,A,73H,189.0,J,FAO,FR 5579 ,2018-04-13 00:00:00,2018-04-13 14:45:00,D2145
LS776,LS,A,73H,189.0,J,ALC,LS 815  ,2018-04-13 00:00:00,2018-04-13 14:50:00,D920
EZY6924,EZY,A,320,180.0,J,AMS,EZY486  ,2018-04-13 00:00:00,2018-04-13 15:00:00,D2388
BE266,BE,A,DH4,78.0,J,EMA,BE 851  ,2018-04-13 00:00:00,2018-04-13 15:10:00,D1319
LM314,LM,A,SF3,33.0,J,IOM,LM 355 A,2018-04-13 00:00:00,2018-04-13 15:10:00,D436
SN2063,SN,A,319,141.0,J,BRU,SN 2064 ,2018-04-13 00:00:00,2018-04-13 15:10:00,D1598
FR6627,FR,A,73H,189.0,J,ACE,FR 6652 ,2018-04-13 00:00:00,2018-04-13 15:10:00,D2054
BE848,BE,A,DH4,78.0,J,BHX,BE 1343 ,2018-04-13 00:00:00,2018-04-13 15:30:00,D1022
LS858,LS,A,73H,189.0,J,AGP,LS 775  ,2018-04-13 00:00:00,2018-04-13 15:40:00,D809
BA1448,BA,A,321,205.0,J,LHR,BA 1439 ,2018-04-13 00:00:00,2018-04-13 15:45:00,D1368
KL1289,KL,A,E90,100.0,J,AMS,KL 1290 ,2018-04-13 00:00:00,2018-04-13 16:00:00,D1269
EZY427,EZY,A,320,186.0,J,BRS,EZY488  ,2018-04-13 00:00:00,2018-04-13 16:00:00,D78
EZY485,EZY,A,320,186.0,J,BFS,EZY428  ,2018-04-13 00:00:00,2018-04-13 16:00:00,D225
EZY6950,EZY,A,320,186.0,J,TFS,EZY6907 ,2018-04-13 00:00:00,2018-04-13 16:10:00,D2315
LM398,LM,A,SF3,33.0,J,KOI,LM 397  ,2018-04-13 00:00:00,2018-04-13 16:10:00,D502
LM356,LM,A,SF3,33.0,J,LSI,LM 357  ,2018-04-13 00:00:00,2018-04-13 16:10:00,D439
EZY237,EZY,A,320,186.0,J,STN,EZY6959 ,2018-04-13 00:00:00,2018-04-13 16:20:00,D883
LM348,LM,A,SF3,34.0,J,SYY,LM 399  ,2018-04-13 00:00:00,2018-04-13 16:20:00,D390
BA8706,BA,A,E90,98.0,J,LCY,BA 8709 ,2018-04-13 00:00:00,2018-04-13 16:20:00,D2600
EZY809,EZY,A,320,186.0,J,LGW,EZY18   ,2018-04-13 00:00:00,2018-04-13 16:25:00,D569
LH964,LH,A,321,195.0,J,FRA,LH 965  ,2018-04-13 00:00:00,2018-04-13 16:25:00,D1112
FR1052,FR,A,73H,189.0,J,NTE,FR 1068 ,2018-04-13 00:00:00,2018-04-13 16:35:00,D1158
EZY6956,EZY,A,319,156.0,J,CDG,EZY6913 ,2018-04-13 00:00:00,2018-04-13 16:35:00,D2246
EZY17,EZY,A,320,180.0,J,LTN,EZY240  ,2018-04-13 00:00:00,2018-04-13 16:40:00,D2304
FR7353,FR,A,73H,189.0,J,CRL,FR 8888 ,2018-04-13 00:00:00,2018-04-13 16:50:00,D2679
FR2685,FR,A,73H,189.0,J,STN,FR 1049 ,2018-04-13 00:00:00,2018-04-13 16:50:00,D1130
BE692,BE,A,DH4,78.0,J,BHD,BE 2109 ,2018-04-13 00:00:00,2018-04-13 16:55:00,D1668
BA1452,BA,A,320,168.0,J,LHR,BA 1459 ,2018-04-13 00:00:00,2018-04-13 17:00:00,D1455
EZY6916,EZY,A,319,156.0,J,STR,EZY6957 ,2018-04-13 00:00:00,2018-04-13 17:05:00,D2378
EZY6984,EZY,A,319,156.0,J,CPH,EZY6959 ,2018-04-13 00:00:00,2018-04-13 17:10:00,D2393
BE295,BE,A,DH4,78.0,J,MAN,BE 296  ,2018-04-13 00:00:00,2018-04-13 17:15:00,D333
BE1340,BE,A,DH4,78.0,J,LCY,BE 853  ,2018-04-13 00:00:00,2018-04-13 17:15:00,D1054
FR814,FR,A,73H,189.0,J,DUB,FR 2674 ,2018-04-13 00:00:00,2018-04-13 17:20:00,D1724
BE850,BE,A,DH4,78.0,J,BHX,BE 772  ,2018-04-13 00:00:00,2018-04-13 17:25:00,D798
EZY487,EZY,A,320,186.0,J,BFS,EZY812  ,2018-04-13 00:00:00,2018-04-13 17:30:00,D1765
EZY6996,EZY,A,320,186.0,J,MAD,EZY430  ,2018-04-13 00:00:00,2018-04-13 17:30:00,D579
BA8712,BA,A,E90,98.0,J,LCY,BA 8717 ,2018-04-13 00:00:00,2018-04-13 17:30:00,D2630
BA2944,BA,A,319,144.0,J,LGW,BA 1463 ,2018-04-13 00:00:00,2018-04-13 17:35:00,
BA1454,BA,A,319,143.0,J,LHR,BA 2945 ,2018-04-13 00:00:00,2018-04-13 17:50:00,
BE771,BE,A,DH4,78.0,J,SOU,BE 267  ,2018-04-13 00:00:00,2018-04-13 17:55:00,D269
LM307,LM,A,D38,31.0,J,NWI,LM 308  ,2018-04-13 00:00:00,2018-04-13 18:00:00,D366
TOM1553,TOM,A,73H,189.0,C,TFS,TOM1674 ,2018-04-13 00:00:00,2018-04-13 18:00:00,D1541
EZY6926,EZY,A,320,180.0,J,AMS,EZY6925 ,2018-04-13 00:00:00,2018-04-13 18:10:00,D91
FR1047,FR,A,73H,189.0,J,FKB,FR 8824 ,2018-04-13 00:00:00,2018-04-13 18:10:00,D2643
EW1712,EW,A,32A,180.0,J,MUC,EW 1713 ,2018-04-13 00:00:00,2018-04-13 18:20:00,D1567
EI3258,EI,A,AT7,72.0,J,DUB,EI 3259 ,2018-04-13 00:00:00,2018-04-13 18:20:00,D1901
BA8708,BA,A,E90,98.0,J,LCY,BA 4505P,2018-04-13 00:00:00,2018-04-13 18:20:00,D2010
VY7815,VY,A,320,180.0,J,BCN,VY 7816 ,2018-04-13 00:00:00,2018-04-13 18:25:00,D2519
BE1342,BE,A,DH4,78.0,J,LCY,BE 2101 ,2018-04-13 00:00:00,2018-04-13 18:30:00,D701
LS716,LS,A,73H,189.0,J,LPA,LS 727  ,2018-04-13 00:00:00,2018-04-13 18:35:00,D730
EZY2685,EZY,A,320,186.0,J,MXP,EZY2686 ,2018-04-13 00:00:00,2018-04-13 18:45:00,D911
BE694,BE,A,DH4,78.0,J,BHD,BE 693  ,2018-04-13 00:00:00,2018-04-13 18:50:00,D1066
BE2108,BE,A,DH4,78.0,J,LHR,BE 855  ,2018-04-13 00:00:00,2018-04-13 19:00:00,D1624
LM358,LM,A,SF3,33.0,J,LSI,LM 335 A,2018-04-13 00:00:00,2018-04-13 19:15:00,D403
BE852,BE,A,DH4,78.0,J,BHX,BE 290  ,2018-04-13 00:00:00,2018-04-13 19:15:00,D748
LS746,LS,A,73H,189.0,J,FUE,LS 779  ,2018-04-13 00:00:00,2018-04-13 19:20:00,D826
BA8710,BA,A,E90,98.0,J,LCY,BA 8705 ,2018-04-13 00:00:00,2018-04-13 19:25:00,D2013
EZY429,EZY,A,320,186.0,J,BRS,EZY20   ,2018-04-13 00:00:00,2018-04-13 19:25:00,D631
EZY19,EZY,A,320,186.0,J,LTN,EZY432  ,2018-04-13 00:00:00,2018-04-13 19:30:00,D2478
LM394,LM,A,SF3,33.0,J,KOI,LM 391  ,2018-04-13 00:00:00,2018-04-13 19:45:00,D450
FR818,FR,A,73H,189.0,J,DUB,FR 819  ,2018-04-13 00:00:00,2018-04-13 19:45:00,D960
BE1344,BE,A,DH4,78.0,J,LCY,BE 760  ,2018-04-13 00:00:00,2018-04-13 19:45:00,D289
EZY811,EZY,A,320,186.0,J,LGW,EZY814  ,2018-04-13 00:00:00,2018-04-13 19:45:00,D2326
EI3808,EI,A,AT7,70.0,J,ORK,EI 3807 ,2018-04-13 00:00:00,2018-04-13 19:50:00,D1980
BE4507,BE,A,E95,118.0,J,CWL,BE 4508 ,2018-04-13 00:00:00,2018-04-13 19:55:00,D2026
BA8714,BA,A,E90,98.0,J,LCY,BA 8719 ,2018-04-13 00:00:00,2018-04-13 20:10:00,D2552
EZY239,EZY,A,320,186.0,J,STN,EZY490  ,2018-04-13 00:00:00,2018-04-13 20:10:00,D849
EZY489,EZY,A,320,186.0,J,BFS,EZY6935 ,2018-04-13 00:00:00,2018-04-13 20:10:00,D588
FR8887,FR,A,73H,189.0,J,STN,FR 6266 ,2018-04-13 00:00:00,2018-04-13 20:25:00,D2087
BA1462,BA,A,319,143.0,J,LHR,BA 2931 ,2018-04-13 00:00:00,2018-04-13 20:30:00,
KL1293,KL,A,73H,186.0,J,AMS,KL 1276 ,2018-04-13 00:00:00,2018-04-13 20:35:00,D1206
LS852,LS,A,73C,148.0,J,VIE,LS 717  ,2018-04-13 00:00:00,2018-04-13 20:40:00,D1074
BE297,BE,A,DH4,78.0,J,MAN,BE 841  ,2018-04-13 00:00:00,2018-04-13 20:45:00,D967
BE854,BE,A,DH4,78.0,J,BHX,BE 1333 ,2018-04-13 00:00:00,2018-04-13 20:55:00,D1286
