SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,ID,LINK
AF1687,AF,D,318,131.0,J,CDG,AF 1686 ,2018-04-02 00:00:00,2018-04-02 07:45:00,D1545,1
BA8703,BA,D,E90,98.0,J,LCY,BA 4508 ,2018-04-02 00:00:00,2018-04-02 07:45:00,D2568,1
SK4602,SK,D,CR9,90.0,J,OSL,SK 4601 ,2018-04-02 00:00:00,2018-04-02 07:45:00,D2039,1
EI3675,EI,D,AT7,70.0,J,SNN,EI 3806 ,2018-04-02 00:00:00,2018-04-02 07:50:00,D1950,1
BE2103,BE,D,DH4,78.0,J,LHR,BE 297  ,2018-04-02 00:00:00,2018-04-02 07:55:00,D1628,1
EZY422,EZY,D,320,186.0,J,BRS,EZY421  ,2018-04-02 00:00:00,2018-04-02 08:00:00,D536,1
EY28,EY,D,332,262.0,J,AUH,EY 27   ,2018-04-02 00:00:00,2018-04-02 08:05:00,D104,1
KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-02 00:00:00,2018-04-02 08:10:00,D1211,1
LS715,LS,D,73H,189.0,J,LPA,LS 21  C,2018-04-02 00:00:00,2018-04-02 08:10:00,D711,1
BA1439,BA,D,320,168.0,J,LHR,BA 1432 ,2018-04-02 00:00:00,2018-04-02 08:10:00,D1361,1
UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-02 00:00:00,2018-04-02 08:15:00,D130,1
BA2937,BA,D,319,144.0,J,LGW,BA 2936 ,2018-04-02 00:00:00,2018-04-02 08:20:00,D1797,1
LM391,LM,D,SF3,33.0,J,KOI,LM 390  ,2018-04-02 00:00:00,2018-04-02 08:20:00,D479,1
AY1372,AY,D,E90,100.0,J,HEL,AY 1371 ,2018-04-02 00:00:00,2018-04-02 08:30:00,D1336,1
EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-02 00:00:00,2018-04-02 08:30:00,D1926,1
LM341,LM,D,SF3,34.0,J,SYY,LM 352  ,2018-04-02 00:00:00,2018-04-02 08:40:00,D391,1
BA8713,BA,D,E90,98.0,J,LCY,BA 8714 ,2018-04-02 00:00:00,2018-04-02 08:45:00,D2610,1
LM353,LM,D,SF3,33.0,J,LSI,LM 358  ,2018-04-02 00:00:00,2018-04-02 08:45:00,D422,1
EZY6977,EZY,D,320,186.0,J,SXF,EZY481  ,2018-04-02 00:00:00,2018-04-02 08:45:00,D2431,1
LS735,LS,D,73H,189.0,J,FNC,LS 798  ,2018-04-02 00:00:00,2018-04-02 08:45:00,D733,1
EZY2684,EZY,D,320,186.0,J,MXP,EZY2683 ,2018-04-02 00:00:00,2018-04-02 08:50:00,D1739,1
EZY3386,EZY,D,319,156.0,J,VCE,EZY3385 ,2018-04-02 00:00:00,2018-04-02 08:50:00,D1906,1
BE292,BE,D,DH4,78.0,J,MAN,BE 854  ,2018-04-02 00:00:00,2018-04-02 09:00:00,D303,1
BA1441,BA,D,763,259.0,J,LHR,BA 1434 ,2018-04-02 00:00:00,2018-04-02 09:05:00,D1371,1
EZY6921,EZY,D,320,186.0,J,AMS,EZY231  ,2018-04-02 00:00:00,2018-04-02 09:05:00,D2278,1
AA279,AA,D,75W,176.0,J,JFK,AA 278  ,2018-04-02 00:00:00,2018-04-02 09:10:00,D273,1
SK2546,SK,D,CR9,90.0,J,ARN,SK 2545 ,2018-04-02 00:00:00,2018-04-02 09:15:00,D1715,1
EZY426,EZY,D,319,156.0,J,BRS,EZY6958 ,2018-04-02 00:00:00,2018-04-02 09:15:00,D541,1
REV71D,REV,D,CN2,0.0,F,EMA,REV71  C,2018-04-02 00:00:00,2018-04-02 09:40:00,D146,1
FR8884,FR,D,73H,189.0,J,STN,FR 8881 ,2018-04-02 00:00:00,2018-04-02 09:40:00,D2661,1
BE845,BE,D,DH4,78.0,J,BHX,BE 842  ,2018-04-02 00:00:00,2018-04-02 09:40:00,D999,1
EZY6905,EZY,D,320,186.0,J,GVA,EZY11   ,2018-04-02 00:00:00,2018-04-02 09:45:00,D2222,1
BE210,BE,D,DH4,78.0,J,EXT,BE 2102 ,2018-04-02 00:00:00,2018-04-02 09:50:00,D175,1
BE764,BE,D,DH4,78.0,J,SOU,BE 268  ,2018-04-02 00:00:00,2018-04-02 09:50:00,D750,1
FR1287,FR,D,73H,189.0,J,MRS,FR 1286 ,2018-04-02 00:00:00,2018-04-02 10:20:00,D1253,1
SK2542,SK,D,73H,181.0,J,ARN,SK 2541 ,2018-04-02 00:00:00,2018-04-02 10:25:00,D1701,1
D81640,D8,D,7M8,189.0,J,OSL,D8 1601 ,2018-04-02 00:00:00,2018-04-02 10:25:00,D1523,1
DL209,DL,D,75W,168.0,J,JFK,DL 409  ,2018-04-02 00:00:00,2018-04-02 10:25:00,D156,1
EW9365,EW,D,32A,180.0,J,DUS,EW 9364 ,2018-04-02 00:00:00,2018-04-02 10:30:00,D2692,1
LM335,LM,D,SF3,34.0,J,WIC,LM 350  ,2018-04-02 00:00:00,2018-04-02 10:30:00,D378,1
EI3253,EI,D,AT7,72.0,J,DUB,EI 3252 ,2018-04-02 00:00:00,2018-04-02 10:35:00,D1846,1
BA8715,BA,D,E90,98.0,J,LCY,BA 8716 ,2018-04-02 00:00:00,2018-04-02 10:40:00,D2619,1
BE655,BE,D,DH4,78.0,J,NOC,BE 2110 ,2018-04-02 00:00:00,2018-04-02 10:55:00,D640,1
EZY6995,EZY,D,320,186.0,J,MAD,EZY6962 ,2018-04-02 00:00:00,2018-04-02 11:00:00,D2490,1
WW861,WW,D,321,200.0,J,KEF,WW 860  ,2018-04-02 00:00:00,2018-04-02 11:00:00,D1079,1
EZY234,EZY,D,320,180.0,J,STN,EZY233  ,2018-04-02 00:00:00,2018-04-02 11:00:00,D196,1
BA1443,BA,D,320,168.0,J,LHR,BA 1438 ,2018-04-02 00:00:00,2018-04-02 11:00:00,D1386,1
BE263,BE,D,DH4,78.0,J,EMA,BE 775  ,2018-04-02 00:00:00,2018-04-02 11:00:00,D250,1
FR1051,FR,D,73H,189.0,J,NTE,FR 1047 ,2018-04-02 00:00:00,2018-04-02 11:10:00,D1131,1
EZY6915,EZY,D,319,156.0,J,STR,EZY6984 ,2018-04-02 00:00:00,2018-04-02 11:15:00,D2254,1
EW363,EW,D,32A,180.0,J,CGN,EW 362  ,2018-04-02 00:00:00,2018-04-02 11:30:00,D469,1
LH963,LH,D,321,195.0,J,FRA,LH 962  ,2018-04-02 00:00:00,2018-04-02 11:45:00,D1088,1
FR7892,FR,D,73H,189.0,J,GOT,FR 7893 ,2018-04-02 00:00:00,2018-04-02 11:50:00,D2536,1
EI3805,EI,D,AT7,70.0,J,ORK,EI 3672 ,2018-04-02 00:00:00,2018-04-02 12:00:00,D1963,1
TO3625,TO,D,73H,189.0,J,ORY,TO 3624 ,2018-04-02 00:00:00,2018-04-02 12:10:00,D1943,1
BE687,BE,D,DH4,78.0,J,BHD,BE 1334 ,2018-04-02 00:00:00,2018-04-02 12:10:00,D666,1
KL1282,KL,D,73H,186.0,J,AMS,KL 1281 ,2018-04-02 00:00:00,2018-04-02 12:25:00,D1226,1
EZY6955,EZY,D,319,156.0,J,CDG,EZY6914 ,2018-04-02 00:00:00,2018-04-02 12:25:00,D2364,0
EZY806,EZY,D,320,186.0,J,LGW,EZY6902 ,2018-04-02 00:00:00,2018-04-02 12:40:00,D856,1
FR6621,FR,D,73H,189.0,J,TFS,FR 6682 ,2018-04-02 00:00:00,2018-04-02 12:40:00,D2117,1
FR7352,FR,D,73H,189.0,J,CRL,FR 2454 ,2018-04-02 00:00:00,2018-04-02 12:45:00,D2503,1
RC415,RC,D,319,144.0,J,FAE,RC 414  ,2018-04-02 00:00:00,2018-04-02 12:45:00,D522,1
LM313,LM,D,SF3,33.0,J,IOM,LM 342  ,2018-04-02 00:00:00,2018-04-02 12:50:00,D374,1
LM355,LM,D,SF3,33.0,J,LSI,LM 354  ,2018-04-02 00:00:00,2018-04-02 12:50:00,D440,1
EZY6931,EZY,D,319,156.0,J,HAM,EZY425  ,2018-04-02 00:00:00,2018-04-02 12:55:00,D2321,1
BA1445,BA,D,319,143.0,J,LHR,BA 2940 ,2018-04-02 00:00:00,2018-04-02 12:55:00,D1402,1
BA2941,BA,D,319,144.0,J,LGW,BA 1442 ,2018-04-02 00:00:00,2018-04-02 13:05:00,D1809,1
EZY14,EZY,D,319,156.0,J,LTN,EZY13   ,2018-04-02 00:00:00,2018-04-02 13:10:00,D57,1
FR817,FR,D,73H,189.0,J,DUB,FR 6827 ,2018-04-02 00:00:00,2018-04-02 13:10:00,D945,1
EZY238,EZY,D,320,186.0,J,STN,EZY6922 ,2018-04-02 00:00:00,2018-04-02 13:20:00,D209,1
BE294,BE,D,DH4,78.0,J,MAN,BE 846  ,2018-04-02 00:00:00,2018-04-02 13:30:00,D318,1
LM397,LM,D,SF3,33.0,J,KOI,LM 336  ,2018-04-02 00:00:00,2018-04-02 13:35:00,D494,1
FR2684,FR,D,73H,189.0,J,STN,FR 6657 ,2018-04-02 00:00:00,2018-04-02 13:40:00,D1744,1
EI3255,EI,D,AT7,72.0,J,DUB,EI 3254 ,2018-04-02 00:00:00,2018-04-02 14:00:00,D1861,1
D83503,D8,D,73H,186.0,J,CPH,D8 3502 ,2018-04-02 00:00:00,2018-04-02 14:00:00,D1915,1
BE768,BE,D,DH4,78.0,J,SOU,BE 211  ,2018-04-02 00:00:00,2018-04-02 14:05:00,D768,1
LS851,LS,D,73C,148.0,J,VIE,LS 858  ,2018-04-02 00:00:00,2018-04-02 14:05:00,D1036,1
LS821,LS,D,73C,148.0,J,MJV,LS 854  ,2018-04-02 00:00:00,2018-04-02 14:10:00,D964,1
BE849,BE,D,DH4,78.0,J,BHX,BE 767  ,2018-04-02 00:00:00,2018-04-02 14:10:00,D1018,1
FR1017,FR,D,73H,189.0,J,BUD,FR 1018 ,2018-04-02 00:00:00,2018-04-02 14:15:00,D1116,1
EZY6949,EZY,D,320,186.0,J,TFS,EZY6978 ,2018-04-02 00:00:00,2018-04-02 14:20:00,D2353,1
KL1286,KL,D,E90,100.0,J,AMS,KL 1285 ,2018-04-02 00:00:00,2018-04-02 14:30:00,D1241,1
BA1453,BA,D,320,168.0,J,LHR,BA 1446 ,2018-04-02 00:00:00,2018-04-02 14:35:00,D1420,1
EZY808,EZY,D,320,186.0,J,LGW,EZY15   ,2018-04-02 00:00:00,2018-04-02 14:35:00,D868,1
BE1341,BE,D,DH4,78.0,J,LCY,BE 656  ,2018-04-02 00:00:00,2018-04-02 14:40:00,D1299,1
EZY16,EZY,D,320,186.0,J,LTN,EZY807  ,2018-04-02 00:00:00,2018-04-02 14:40:00,D62,1
FR815,FR,D,73H,189.0,J,DUB,FR 6267 ,2018-04-02 00:00:00,2018-04-02 14:40:00,D930,1
LM306,LM,D,D38,31.0,J,NWI,LM 305  ,2018-04-02 00:00:00,2018-04-02 14:45:00,D346,1
BE689,BE,D,DH4,78.0,J,BHD,BE 688  ,2018-04-02 00:00:00,2018-04-02 14:45:00,D676,1
BE2107,BE,D,DH4,78.0,J,LHR,BE 293  ,2018-04-02 00:00:00,2018-04-02 14:50:00,D1643,1
TK1346,TK,D,73H,165.0,J,IST,TK 1345 ,2018-04-02 00:00:00,2018-04-02 14:55:00,D1328,1
EI3257,EI,D,AT7,72.0,J,DUB,EI 3256 ,2018-04-02 00:00:00,2018-04-02 15:15:00,D1876,1
AF1487,AF,D,E90,100.0,J,CDG,AF 1486 ,2018-04-02 00:00:00,2018-04-02 15:25:00,D1492,1
EZY6923,EZY,D,320,180.0,J,AMS,EZY6924 ,2018-04-02 00:00:00,2018-04-02 15:25:00,D2295,1
EZY486,EZY,D,320,186.0,J,BFS,EZY6906 ,2018-04-02 00:00:00,2018-04-02 15:25:00,D604,1
FR6652,FR,D,73H,189.0,J,AGP,FR 6627 ,2018-04-02 00:00:00,2018-04-02 15:40:00,D2142,1
SN2064,SN,D,319,141.0,J,BRU,SN 2063 ,2018-04-02 00:00:00,2018-04-02 15:55:00,D1587,1
FR5579,FR,D,73H,189.0,J,ALC,FR 1052 ,2018-04-02 00:00:00,2018-04-02 15:55:00,D2047,1
FR1109,FR,D,73H,189.0,J,EIN,FR 816  ,2018-04-02 00:00:00,2018-04-02 16:05:00,D1177,1
D81600,D8,D,7M8,189.0,J,SWF,D8 1641 ,2018-04-02 00:00:00,2018-04-02 16:10:00,D1509,1
BE851,BE,D,DH4,78.0,J,BHX,BE 848  ,2018-04-02 00:00:00,2018-04-02 16:15:00,D1031,1
EZY488,EZY,D,320,186.0,J,BFS,EZY427  ,2018-04-02 00:00:00,2018-04-02 16:25:00,D617,1
KL1290,KL,D,E90,100.0,J,AMS,KL 1289 ,2018-04-02 00:00:00,2018-04-02 16:30:00,D1258,1
EZY428,EZY,D,320,186.0,J,BRS,EZY485  ,2018-04-02 00:00:00,2018-04-02 16:30:00,D550,1
BA1455,BA,D,320,168.0,J,LHR,BA 1448 ,2018-04-02 00:00:00,2018-04-02 16:35:00,D1437,1
FR6624,FR,D,73H,189.0,J,KRK,FR 8883 ,2018-04-02 00:00:00,2018-04-02 16:45:00,D2129,1
BA8709,BA,D,E90,98.0,J,LCY,BA 8706 ,2018-04-02 00:00:00,2018-04-02 16:50:00,D2591,1
LM357,LM,D,SF3,33.0,J,LSI,LM 356  ,2018-04-02 00:00:00,2018-04-02 16:55:00,D456,1
EZY6959,EZY,D,320,186.0,J,NCE,EZY237  ,2018-04-02 00:00:00,2018-04-02 16:55:00,D2385,1
FR1068,FR,D,73H,189.0,J,TSF,FR 7353 ,2018-04-02 00:00:00,2018-04-02 17:00:00,D1153,1
LM399A,LM,D,SF3,33.0,J,KOI,LM 314  ,2018-04-02 00:00:00,2018-04-02 17:00:00,D520,1
EZY6913,EZY,D,319,156.0,J,MUC,EZY6956 ,2018-04-02 00:00:00,2018-04-02 17:05:00,D2240,1
EZY240,EZY,D,320,186.0,J,STN,EZY809  ,2018-04-02 00:00:00,2018-04-02 17:05:00,D228,1
EW1713,EW,D,32A,180.0,J,MUC,EW 1712 ,2018-04-02 00:00:00,2018-04-02 17:10:00,D1560,1
LH965,LH,D,321,195.0,J,FRA,LH 964  ,2018-04-02 00:00:00,2018-04-02 17:10:00,D1102,1
FR6618,FR,D,73H,189.0,J,POZ,FR 2685 ,2018-04-02 00:00:00,2018-04-02 17:15:00,D2111,1
FR8888,FR,D,73H,189.0,J,STN,FR 6619 ,2018-04-02 00:00:00,2018-04-02 17:15:00,D2676,1
BE2109,BE,D,DH4,78.0,J,LHR,BE 692  ,2018-04-02 00:00:00,2018-04-02 17:20:00,D1661,1
EZY6957,EZY,D,319,156.0,J,CDG,EZY6932 ,2018-04-02 00:00:00,2018-04-02 17:30:00,D2379,1
BE296,BE,D,DH4,78.0,J,MAN,BE 295  ,2018-04-02 00:00:00,2018-04-02 17:40:00,D322,1
BA1459,BA,D,319,143.0,J,LHR,BA 1452 ,2018-04-02 00:00:00,2018-04-02 17:45:00,D1446,1
FR2674,FR,D,73H,189.0,J,CPH,FR 814  ,2018-04-02 00:00:00,2018-04-02 17:45:00,D1721,1
BE853,BE,D,DH4,78.0,J,BHX,BE 266  ,2018-04-02 00:00:00,2018-04-02 17:50:00,D1042,1
BE772,BE,D,DH4,78.0,J,SOU,BE 850  ,2018-04-02 00:00:00,2018-04-02 18:00:00,D789,1
EZY242,EZY,D,320,186.0,J,STN,EZY487  ,2018-04-02 00:00:00,2018-04-02 18:00:00,D234,1
EZY430,EZY,D,320,186.0,J,BRS,EZY6996 ,2018-04-02 00:00:00,2018-04-02 18:00:00,D559,1
WK311,WK,D,320,180.0,J,ZRH,WK 310  ,2018-04-02 00:00:00,2018-04-02 18:05:00,D367,1
EZY484,EZY,D,320,186.0,J,BFS,EZY803  ,2018-04-02 00:00:00,2018-04-02 18:10:00,D595,1
BA2945,BA,D,319,144.0,J,LGW,BA 1454 ,2018-04-02 00:00:00,2018-04-02 18:25:00,D1820,1
BE267,BE,D,DH4,78.0,J,EMA,BE 771  ,2018-04-02 00:00:00,2018-04-02 18:25:00,D260,1
BA1463,BA,D,319,143.0,J,LHR,BA 2944 ,2018-04-02 00:00:00,2018-04-02 18:40:00,D1471,1
EZY6925,EZY,D,320,180.0,J,AMS,EZY6926 ,2018-04-02 00:00:00,2018-04-02 18:40:00,D2298,1
BE4508,BE,D,E95,118.0,J,CWL,BE 4507 ,2018-04-02 00:00:00,2018-04-02 18:40:00,D2017,1
EI3259,EI,D,AT7,72.0,J,DUB,EI 3258 ,2018-04-02 00:00:00,2018-04-02 18:50:00,D1891,1
FR5834,FR,D,73H,189.0,J,BGY,FR 5833 ,2018-04-02 00:00:00,2018-04-02 18:50:00,D2057,1
VY7816,VY,D,320,180.0,J,BCN,VY 7815 ,2018-04-02 00:00:00,2018-04-02 19:05:00,D2521,1
EZY2686,EZY,D,320,186.0,J,MXP,EZY2685 ,2018-04-02 00:00:00,2018-04-02 19:15:00,D1757,1
BE693,BE,D,DH4,78.0,J,BHD,BE 694  ,2018-04-02 00:00:00,2018-04-02 19:20:00,D692,1
BE855,BE,D,DH4,78.0,J,BHX,BE 2108 ,2018-04-02 00:00:00,2018-04-02 19:40:00,D1057,1
3V26H,3V,D,73P,0.0,F,LGG,3V 25  N,2018-04-02 00:00:00,2018-04-02 19:45:00,D101,0
EZY432,EZY,D,320,186.0,J,BRS,EZY19   ,2018-04-02 00:00:00,2018-04-02 19:55:00,D574,1
EZY20,EZY,D,320,186.0,J,LTN,EZY429  ,2018-04-02 00:00:00,2018-04-02 19:55:00,D86,1
EZY814,EZY,D,320,186.0,J,LGW,EZY811  ,2018-04-02 00:00:00,2018-04-02 20:15:00,D903,1
EZY490,EZY,D,320,186.0,J,BFS,EZY239  ,2018-04-02 00:00:00,2018-04-02 20:35:00,D628,1
FR819,FR,D,73H,189.0,J,DUB,FR 818  ,2018-04-02 00:00:00,2018-04-02 20:45:00,D950,1
AF1887,AF,D,32A,174.0,J,CDG,AF 1886 ,2018-04-03 00:00:00,2018-04-03 04:55:00,D1573,1
SN2066,SN,D,319,141.0,J,BRU,SN 2065 ,2018-04-03 00:00:00,2018-04-03 04:55:00,D1602,1
EZY6961,EZY,D,320,186.0,J,PRG,EZY6940 ,2018-04-03 00:00:00,2018-04-03 05:00:00,D2404,1
KL1276,KL,D,73H,186.0,J,AMS,KL 1293 ,2018-04-03 00:00:00,2018-04-03 05:00:00,D1195,1
EZY802A,EZY,D,320,186.0,J,LGW,EZY489  ,2018-04-03 00:00:00,2018-04-03 05:05:00,D850,1
EZY6981,EZY,D,319,156.0,J,LIS,EZY6916 ,2018-04-03 00:00:00,2018-04-03 05:20:00,D2446,1
BE2101,BE,D,DH4,78.0,J,LHR,BE 2104 ,2018-04-03 00:00:00,2018-04-03 05:20:00,D1621,1
FR6266,FR,D,73H,189.0,J,BCN,FR 1108 ,2018-04-03 00:00:00,2018-04-03 05:30:00,D2080,1
EZY12,EZY,D,319,156.0,J,LTN,EZY6958 ,2018-04-03 00:00:00,2018-04-03 05:30:00,D40,1
BE1331,BE,D,DH4,78.0,J,LCY,BE 1342 ,2018-04-03 00:00:00,2018-04-03 05:30:00,D1277,1
BA8701,BA,D,E90,98.0,J,LCY,BA 8718 ,2018-04-03 00:00:00,2018-04-03 05:30:00,D2554,1
BE760,BE,D,DH4,78.0,J,SOU,BE 297  ,2018-04-03 00:00:00,2018-04-03 05:40:00,D739,1
BE290,BE,D,DH4,78.0,J,MAN,BE 852  ,2018-04-03 00:00:00,2018-04-03 05:40:00,D287,1
EZY6935,EZY,D,320,186.0,J,VIE,EZY431  ,2018-04-03 00:00:00,2018-04-03 05:40:00,D2327,1
BA2931,BA,D,319,144.0,J,LGW,BA 1458 ,2018-04-03 00:00:00,2018-04-03 05:45:00,D1792,1
FR6698,FR,D,73H,189.0,J,LPA,FR 2675 ,2018-04-03 00:00:00,2018-04-03 05:45:00,D2198,1
FR2886,FR,D,73H,189.0,J,KUN,FR 8887 ,2018-04-03 00:00:00,2018-04-03 05:45:00,D1777,1
BA1435,BA,D,763,259.0,J,LHR,        ,2018-04-03 00:00:00,2018-04-03 05:50:00,D1354,0
EZY232,EZY,D,319,156.0,J,STN,EZY6914 ,2018-04-03 00:00:00,2018-04-03 06:00:00,D183,1
BE841,BE,D,DH4,78.0,J,BHX,BE 854  ,2018-04-03 00:00:00,2018-04-03 06:00:00,D968,1
FR8882,FR,D,73H,189.0,J,STN,FR 6625 ,2018-04-03 00:00:00,2018-04-03 06:00:00,D2659,1
EZY6941,EZY,D,320,186.0,J,KEF,EZY483  ,2018-04-03 00:00:00,2018-04-03 06:05:00,D2345,1
BA8711,BA,D,E90,98.0,J,LCY,BA 8710 ,2018-04-03 00:00:00,2018-04-03 06:05:00,D2605,0
EZY482,EZY,D,320,186.0,J,BFS,EZY241  ,2018-04-03 00:00:00,2018-04-03 06:10:00,D585,1
BE1333,BE,D,DH4,78.0,J,LCY,BE 268  ,2018-04-03 00:00:00,2018-04-03 06:10:00,D1281,1
BE261,BE,D,DH4,78.0,J,EMA,BE 2110 ,2018-04-03 00:00:00,2018-04-03 06:20:00,D242,1
BE681,BE,D,DH4,78.0,J,BHD,BE 775  ,2018-04-03 00:00:00,2018-04-03 06:20:00,D647,1
LM351,LM,D,SF3,33.0,J,LSI,LM 392  ,2018-04-03 00:00:00,2018-04-03 06:25:00,D416,1
FR1159,FR,D,73H,189.0,J,WRO,FR 1069 ,2018-04-03 00:00:00,2018-04-03 06:30:00,D1187,1
FR1078,FR,D,73H,189.0,J,HAM,FR 1077 ,2018-04-03 00:00:00,2018-04-03 06:30:00,D1168,1
BA8705,BA,D,E90,98.0,J,LCY,BA 8718 ,2018-04-03 00:00:00,2018-04-03 06:35:00,D2578,0
FR4524,FR,D,73H,189.0,J,WMI,FR 6622 ,2018-04-03 00:00:00,2018-04-03 06:40:00,D2032,1
TOM1256,TOM,D,73H,189.0,C,TFS,TOM1131 ,2018-04-03 00:00:00,2018-04-03 07:05:00,D1191,1
BA1461,BA,D,320,168.0,J,LHR,        ,2018-04-03 00:00:00,2018-04-03 07:05:00,D1458,0
FR813,FR,D,73H,189.0,J,DUB,FR 812  ,2018-04-03 00:00:00,2018-04-03 07:15:00,D898,1
EI3251,EI,D,AT7,72.0,J,DUB,EI 3250 ,2018-04-03 00:00:00,2018-04-03 07:20:00,D1832,1
FR1071,FR,D,73H,189.0,J,VLC,FR 5578 ,2018-04-03 00:00:00,2018-04-03 07:25:00,D1159,1
FR1119,FR,D,73H,189.0,J,CCF,FR 6653 ,2018-04-03 00:00:00,2018-04-03 07:30:00,D1181,1
BE4502,BE,D,E75,88.0,J,CWL,BE 4501 ,2018-04-03 00:00:00,2018-04-03 07:40:00,D2001,1
BE843,BE,D,DH4,78.0,J,BHX,BE 680  ,2018-04-03 00:00:00,2018-04-03 07:40:00,D981,1
EZY422,EZY,D,320,186.0,J,BRS,EZY421  ,2018-04-03 00:00:00,2018-04-03 07:40:00,D526,1
EZS6918,EZS,D,320,186.0,J,BSL,EZS6917 ,2018-04-03 00:00:00,2018-04-03 07:40:00,D2265,1
AF1687,AF,D,318,131.0,J,CDG,AF 1686 ,2018-04-03 00:00:00,2018-04-03 07:45:00,D1547,1
LM302,LM,D,D38,31.0,J,NWI,LM 301  ,2018-04-03 00:00:00,2018-04-03 07:45:00,D334,1
BA8703,BA,D,E90,98.0,J,LCY,BA 8700 ,2018-04-03 00:00:00,2018-04-03 07:45:00,D2562,1
EI3675,EI,D,AT7,70.0,J,SNN,EI 3806 ,2018-04-03 00:00:00,2018-04-03 07:50:00,D1951,1
BE2103,BE,D,DH4,78.0,J,LHR,BE 840  ,2018-04-03 00:00:00,2018-04-03 07:55:00,D1629,1
EY28,EY,D,332,262.0,J,AUH,EY 27   ,2018-04-03 00:00:00,2018-04-03 08:05:00,D105,1
KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-03 00:00:00,2018-04-03 08:10:00,D1212,1
UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-03 00:00:00,2018-04-03 08:15:00,D131,1
BA1439,BA,D,319,143.0,J,LHR,BA 2936 ,2018-04-03 00:00:00,2018-04-03 08:15:00,D1363,1
BA2937,BA,D,319,144.0,J,LGW,BA 1462 ,2018-04-03 00:00:00,2018-04-03 08:20:00,D1799,1
LM391,LM,D,SF3,33.0,J,KOI,LM 390  ,2018-04-03 00:00:00,2018-04-03 08:20:00,D480,1
LS787,LS,D,73C,148.0,J,BUD,LS 816  ,2018-04-03 00:00:00,2018-04-03 08:30:00,D833,1
EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-03 00:00:00,2018-04-03 08:30:00,D1927,1
LM341,LM,D,SF3,34.0,J,SYY,LM 352  ,2018-04-03 00:00:00,2018-04-03 08:40:00,D392,1
EZY6977,EZY,D,320,186.0,J,SXF,EZY481  ,2018-04-03 00:00:00,2018-04-03 08:45:00,D2432,1
LM353,LM,D,SF3,33.0,J,LSI,LM 398  ,2018-04-03 00:00:00,2018-04-03 08:45:00,D426,1
BA1441,BA,D,763,259.0,J,LHR,BA 1434 ,2018-04-03 00:00:00,2018-04-03 08:55:00,D1373,1
BE292,BE,D,DH4,78.0,J,MAN,BE 291  ,2018-04-03 00:00:00,2018-04-03 09:00:00,D306,1
LS745,LS,D,73H,189.0,J,FUE,LS 776  ,2018-04-03 00:00:00,2018-04-03 09:00:00,D738,1
EZY6921,EZY,D,319,156.0,J,AMS,EZY11   ,2018-04-03 00:00:00,2018-04-03 09:05:00,D2280,1
AA279,AA,D,75W,176.0,J,JFK,AA 278  ,2018-04-03 00:00:00,2018-04-03 09:10:00,D276,1
LS709,LS,D,73H,189.0,J,AYT,LS 736  ,2018-04-03 00:00:00,2018-04-03 09:30:00,D710,1
DY4464,DY,D,73H,186.0,J,ARN,DY 4463 ,2018-04-03 00:00:00,2018-04-03 09:30:00,D1992,1
BA8715,BA,D,E90,98.0,J,LCY,BA 8704 ,2018-04-03 00:00:00,2018-04-03 09:40:00,D2613,1
FR8884,FR,D,73H,189.0,J,STN,FR 8881 ,2018-04-03 00:00:00,2018-04-03 09:40:00,D2662,1
REV71D,REV,D,CN2,0.0,F,EMA,REV71  C,2018-04-03 00:00:00,2018-04-03 09:40:00,D147,1
BE845,BE,D,DH4,78.0,J,BHX,BE 262  ,2018-04-03 00:00:00,2018-04-03 09:40:00,D990,1
EZY6905,EZY,D,320,186.0,J,GVA,EZY803  ,2018-04-03 00:00:00,2018-04-03 09:45:00,D2226,1
TK1344,TK,D,73H,165.0,J,IST,TK 1343 ,2018-04-03 00:00:00,2018-04-03 09:45:00,D1321,1
BE210,BE,D,DH4,78.0,J,EXT,BE 763  ,2018-04-03 00:00:00,2018-04-03 09:50:00,D166,1
BE764,BE,D,DH4,78.0,J,SOU,BE 1332 ,2018-04-03 00:00:00,2018-04-03 09:50:00,D751,1
SK2542,SK,D,32A,174.0,J,ARN,SK 2541 ,2018-04-03 00:00:00,2018-04-03 10:05:00,D1705,1
EZY6963,EZY,D,320,186.0,J,JER,EZY6960 ,2018-04-03 00:00:00,2018-04-03 10:10:00,D2411,1
DL209,DL,D,75W,168.0,J,JFK,DL 409  ,2018-04-03 00:00:00,2018-04-03 10:25:00,D157,1
D81640,D8,D,7M8,189.0,J,OSL,D8 1601 ,2018-04-03 00:00:00,2018-04-03 10:25:00,D1524,1
LM335,LM,D,SF3,34.0,J,WIC,LM 350  ,2018-04-03 00:00:00,2018-04-03 10:30:00,D379,1
EI3253,EI,D,AT7,72.0,J,DUB,EI 3252 ,2018-04-03 00:00:00,2018-04-03 10:35:00,D1847,1
