SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,ID,LINK
FR7921,FR,D,73H,189.0,J,GDN,FR 8887 ,2018-04-12 00:00:00,2018-04-12 05:45:00,D2543,1
BA1435,BA,D,763,259.0,J,LHR,BA 1460 ,2018-04-12 00:00:00,2018-04-12 05:50:00,D1353,1
FR8421,FR,D,73H,189.0,J,FUE,FR 2675 ,2018-04-12 00:00:00,2018-04-12 05:55:00,D2548,1
BE841,BE,D,DH4,78.0,J,BHX,BE 854  ,2018-04-12 00:00:00,2018-04-12 06:00:00,D973,1
FR8882,FR,D,73H,189.0,J,STN,FR 1069 ,2018-04-12 00:00:00,2018-04-12 06:00:00,D2652,1
EZY232,EZY,D,319,156.0,J,STN,EZY6914 ,2018-04-12 00:00:00,2018-04-12 06:00:00,D188,1
BA8711,BA,D,E90,98.0,J,LCY,BA 8714 ,2018-04-12 00:00:00,2018-04-12 06:05:00,D2604,1
EZY482,EZY,D,320,186.0,J,BFS,EZY6976 ,2018-04-12 00:00:00,2018-04-12 06:10:00,D590,1
BE681,BE,D,DH4,78.0,J,BHD,BE 2110 ,2018-04-12 00:00:00,2018-04-12 06:20:00,D653,1
BE261,BE,D,DH4,78.0,J,EMA,BE 268  ,2018-04-12 00:00:00,2018-04-12 06:20:00,D238,1
LM351,LM,D,SF3,33.0,J,LSI,LM 392  ,2018-04-12 00:00:00,2018-04-12 06:25:00,D420,1
FR1078,FR,D,73H,189.0,J,HAM,FR 1077 ,2018-04-12 00:00:00,2018-04-12 06:30:00,D1171,1
FR6695,FR,D,73H,189.0,J,MLA,FR 7617 ,2018-04-12 00:00:00,2018-04-12 06:30:00,D2191,1
BA8705,BA,D,E90,98.0,J,LCY,BA 8718 ,2018-04-12 00:00:00,2018-04-12 06:35:00,D2577,1
FR6656,FR,D,73H,189.0,J,PMI,FR 6622 ,2018-04-12 00:00:00,2018-04-12 06:35:00,D2169,1
FR4524,FR,D,73H,189.0,J,WMI,FR 5578 ,2018-04-12 00:00:00,2018-04-12 06:40:00,D2028,1
FR813,FR,D,73H,189.0,J,DUB,FR 812  ,2018-04-12 00:00:00,2018-04-12 07:00:00,D895,1
BA1461,BA,D,320,168.0,J,LHR,        ,2018-04-12 00:00:00,2018-04-12 07:05:00,D1461,0
EI3251,EI,D,AT7,72.0,J,DUB,EI 3250 ,2018-04-12 00:00:00,2018-04-12 07:20:00,D1841,1
LS815,LS,D,73H,189.0,J,FAO,LS 722  ,2018-04-12 00:00:00,2018-04-12 07:25:00,D927,1
LS727,LS,D,73H,189.0,J,TFS,LS 798  ,2018-04-12 00:00:00,2018-04-12 07:30:00,D732,1
EZS6918,EZS,D,320,186.0,J,BSL,EZS6917 ,2018-04-12 00:00:00,2018-04-12 07:40:00,D2271,1
BE843,BE,D,DH4,78.0,J,BHX,BE 680  ,2018-04-12 00:00:00,2018-04-12 07:40:00,D988,1
BE4502,BE,D,E95,118.0,J,CWL,BE 4501 ,2018-04-12 00:00:00,2018-04-12 07:40:00,D1999,1
AF1687,AF,D,319,143.0,J,CDG,AF 1686 ,2018-04-12 00:00:00,2018-04-12 07:45:00,D1552,1
BA8703,BA,D,E90,98.0,J,LCY,BA 8700 ,2018-04-12 00:00:00,2018-04-12 07:45:00,D2567,1
LM302,LM,D,D38,31.0,J,NWI,LM 301  ,2018-04-12 00:00:00,2018-04-12 07:45:00,D340,1
EI3675,EI,D,AT7,70.0,J,SNN,EI 3806 ,2018-04-12 00:00:00,2018-04-12 07:50:00,D1959,1
FR9304,FR,D,73H,189.0,J,GRO,FR 9303 ,2018-04-12 00:00:00,2018-04-12 07:55:00,D2688,1
BE2103,BE,D,DH4,78.0,J,LHR,BE 840  ,2018-04-12 00:00:00,2018-04-12 07:55:00,D1632,1
LS705,LS,D,73H,189.0,J,ACE,LS 710  ,2018-04-12 00:00:00,2018-04-12 08:00:00,D702,1
EY28,EY,D,332,262.0,J,AUH,EY 27   ,2018-04-12 00:00:00,2018-04-12 08:05:00,D111,1
KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-12 00:00:00,2018-04-12 08:10:00,D1219,1
BA1439,BA,D,320,168.0,J,LHR,BA 1432 ,2018-04-12 00:00:00,2018-04-12 08:15:00,D1369,1
UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-12 00:00:00,2018-04-12 08:15:00,D140,1
LM391,LM,D,SF3,33.0,J,KOI,LM 390  ,2018-04-12 00:00:00,2018-04-12 08:20:00,D487,1
AY1372,AY,D,32B,209.0,J,HEL,AY 1371 ,2018-04-12 00:00:00,2018-04-12 08:30:00,D1339,1
D8241,D8,D,73H,186.0,J,ARN,D8 240  ,2018-04-12 00:00:00,2018-04-12 08:30:00,D233,1
EZY2686,EZY,D,320,186.0,J,MXP,EZY2685 ,2018-04-12 00:00:00,2018-04-12 08:30:00,D1768,1
LS717,LS,D,73H,189.0,J,PMI,        ,2018-04-12 00:00:00,2018-04-12 08:30:00,D719,0
EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-12 00:00:00,2018-04-12 08:30:00,D1936,1
BA2937,BA,D,319,144.0,J,LGW,BA 2936 ,2018-04-12 00:00:00,2018-04-12 08:35:00,D1804,1
LM341,LM,D,SF3,34.0,J,SYY,LM 352  ,2018-04-12 00:00:00,2018-04-12 08:40:00,D398,1
EZY6977,EZY,D,320,186.0,J,SXF,EZY481  ,2018-04-12 00:00:00,2018-04-12 08:45:00,D2440,1
BE263,BE,D,DH4,78.0,J,EMA,BE 291  ,2018-04-12 00:00:00,2018-04-12 08:45:00,D258,1
LM353,LM,D,SF3,33.0,J,LSI,LM 398  ,2018-04-12 00:00:00,2018-04-12 08:45:00,D429,1
BE292,BE,D,DH4,78.0,J,MAN,BE 775  ,2018-04-12 00:00:00,2018-04-12 09:00:00,D301,1
BA1441,BA,D,320,168.0,J,LHR,BA 1434 ,2018-04-12 00:00:00,2018-04-12 09:00:00,D1378,1
EZY6921,EZY,D,320,186.0,J,AMS,EZY11   ,2018-04-12 00:00:00,2018-04-12 09:05:00,D2285,1
AA279,AA,D,75W,176.0,J,JFK,AA 278  ,2018-04-12 00:00:00,2018-04-12 09:10:00,D285,1
EZY6941,EZY,D,320,186.0,J,KEF,EZY803  ,2018-04-12 00:00:00,2018-04-12 09:25:00,D2348,1
BE845,BE,D,DH4,78.0,J,BHX,BE 262  ,2018-04-12 00:00:00,2018-04-12 09:40:00,D996,1
FR8884,FR,D,73H,189.0,J,STN,FR 8881 ,2018-04-12 00:00:00,2018-04-12 09:40:00,D2669,1
REV71D,REV,D,CN2,0.0,F,EMA,REV71  C,2018-04-12 00:00:00,2018-04-12 09:40:00,D154,1
BA8715,BA,D,E90,98.0,J,LCY,BA 8704 ,2018-04-12 00:00:00,2018-04-12 09:40:00,D2618,1
EZY6905,EZY,D,320,186.0,J,GVA,EZY6946 ,2018-04-12 00:00:00,2018-04-12 09:45:00,D2228,1
BE764,BE,D,DH4,78.0,J,SOU,BE 1332 ,2018-04-12 00:00:00,2018-04-12 09:50:00,D756,1
BE210,BE,D,DH4,78.0,J,EXT,BE 763  ,2018-04-12 00:00:00,2018-04-12 09:50:00,D173,1
D81640,D8,D,7M8,189.0,J,OSL,D8 1601 ,2018-04-12 00:00:00,2018-04-12 10:25:00,D1537,1
DL209,DL,D,75W,168.0,J,JFK,DL 409  ,2018-04-12 00:00:00,2018-04-12 10:25:00,D163,1
TOM1442,TOM,D,73H,189.0,C,ACE,TOM1387 ,2018-04-12 00:00:00,2018-04-12 10:25:00,D1382,1
LM335,LM,D,SF3,34.0,J,WIC,LM 350  ,2018-04-12 00:00:00,2018-04-12 10:30:00,D386,1
EI3253,EI,D,AT7,72.0,J,DUB,EI 3252 ,2018-04-12 00:00:00,2018-04-12 10:35:00,D1856,1
BA1443,BA,D,320,168.0,J,LHR,BA 1438 ,2018-04-12 00:00:00,2018-04-12 10:40:00,D1393,1
BE655,BE,D,DH4,78.0,J,NOC,BE 842  ,2018-04-12 00:00:00,2018-04-12 10:55:00,D643,1
EZY6995,EZY,D,320,186.0,J,MAD,EZY233  ,2018-04-12 00:00:00,2018-04-12 11:00:00,D2487,1
EZY234,EZY,D,320,180.0,J,STN,EZY6962 ,2018-04-12 00:00:00,2018-04-12 11:10:00,D204,1
FR7352,FR,D,73H,189.0,J,CRL,FR 7922 ,2018-04-12 00:00:00,2018-04-12 11:20:00,D2508,1
EW9365,EW,D,32A,180.0,J,DUS,EW 9364 ,2018-04-12 00:00:00,2018-04-12 11:20:00,D2695,1
EW363,EW,D,32A,180.0,J,CGN,EW 362  ,2018-04-12 00:00:00,2018-04-12 11:30:00,D475,1
LH963,LH,D,321,195.0,J,FRA,LH 962  ,2018-04-12 00:00:00,2018-04-12 11:45:00,D1100,1
SK4602,SK,D,73W,141.0,J,OSL,SK 4601 ,2018-04-12 00:00:00,2018-04-12 11:55:00,D2038,1
EI3805,EI,D,AT7,70.0,J,ORK,EI 3672 ,2018-04-12 00:00:00,2018-04-12 12:00:00,D1972,1
EZY6955,EZY,D,319,156.0,J,CDG,EZY231  ,2018-04-12 00:00:00,2018-04-12 12:25:00,D2360,1
BE687,BE,D,DH4,78.0,J,BHD,BE 293  ,2018-04-12 00:00:00,2018-04-12 12:25:00,D669,1
KL1282,KL,D,73H,186.0,J,AMS,KL 1281 ,2018-04-12 00:00:00,2018-04-12 12:25:00,D1234,1
BA2217,BA,D,E90,98.0,J,LCY,BA 2216 ,2018-04-12 00:00:00,2018-04-12 12:30:00,D1687,1
FR6242,FR,D,73H,189.0,J,NRN,FR 6267 ,2018-04-12 00:00:00,2018-04-12 12:35:00,D2071,1
EZY806,EZY,D,320,186.0,J,LGW,EZY6994 ,2018-04-12 00:00:00,2018-04-12 12:40:00,D864,1
LM355,LM,D,SF3,33.0,J,LSI,LM 354  ,2018-04-12 00:00:00,2018-04-12 12:45:00,D445,1
EZY422,EZY,D,319,156.0,J,BRS,EZY6982 ,2018-04-12 00:00:00,2018-04-12 12:45:00,D531,1
FR6654,FR,D,73H,189.0,J,BOD,FR 6241 ,2018-04-12 00:00:00,2018-04-12 12:45:00,D2158,1
FR1071,FR,D,73H,189.0,J,VLC,FR 6653 ,2018-04-12 00:00:00,2018-04-12 12:50:00,D1164,1
SK2514,SK,D,CR9,90.0,J,CPH,SK 2513 ,2018-04-12 00:00:00,2018-04-12 12:55:00,D1698,1
EZY6931,EZY,D,319,156.0,J,HAM,EZY421  ,2018-04-12 00:00:00,2018-04-12 12:55:00,D2320,1
BA1445,BA,D,319,143.0,J,LHR,BA 2940 ,2018-04-12 00:00:00,2018-04-12 12:55:00,D1405,1
FR817,FR,D,73H,189.0,J,DUB,FR 4525 ,2018-04-12 00:00:00,2018-04-12 13:10:00,D943,1
BA2941,BA,D,319,144.0,J,LGW,BA 1442 ,2018-04-12 00:00:00,2018-04-12 13:20:00,D1814,1
EZY238,EZY,D,320,186.0,J,STN,EZY6922 ,2018-04-12 00:00:00,2018-04-12 13:20:00,D213,1
BE1339,BE,D,DH4,78.0,J,LCY,BE 846  ,2018-04-12 00:00:00,2018-04-12 13:25:00,D1294,1
FR1054,FR,D,73H,189.0,J,PRG,FR 816  ,2018-04-12 00:00:00,2018-04-12 13:25:00,D1138,1
BE294,BE,D,DH4,78.0,J,MAN,BE 688  ,2018-04-12 00:00:00,2018-04-12 13:30:00,D316,1
FR2684,FR,D,73H,189.0,J,STN,FR 6657 ,2018-04-12 00:00:00,2018-04-12 13:40:00,D1750,1
LM347,LM,D,SF3,34.0,J,SYY,LM 342  ,2018-04-12 00:00:00,2018-04-12 13:45:00,D407,1
LM397A,LM,D,SF3,33.0,J,KOI,LM 336  ,2018-04-12 00:00:00,2018-04-12 13:45:00,D508,1
SK2542,SK,D,32A,174.0,J,ARN,SK 2541 ,2018-04-12 00:00:00,2018-04-12 13:50:00,D1712,1
D83503,D8,D,73H,186.0,J,CPH,D8 3502 ,2018-04-12 00:00:00,2018-04-12 14:00:00,D1922,1
EI3255,EI,D,AT7,72.0,J,DUB,EI 3254 ,2018-04-12 00:00:00,2018-04-12 14:00:00,D1871,1
BE768,BE,D,DH4,78.0,J,SOU,BE 211  ,2018-04-12 00:00:00,2018-04-12 14:05:00,D771,1
BE849,BE,D,DH4,78.0,J,BHX,BE 767  ,2018-04-12 00:00:00,2018-04-12 14:10:00,D1012,1
BA1453,BA,D,320,168.0,J,LHR,BA 1446 ,2018-04-12 00:00:00,2018-04-12 14:20:00,D1426,1
KL1286,KL,D,E90,100.0,J,AMS,KL 1285 ,2018-04-12 00:00:00,2018-04-12 14:25:00,D1247,1
EZY808,EZY,D,320,186.0,J,LGW,EZY15   ,2018-04-12 00:00:00,2018-04-12 14:35:00,D872,1
QR30,QR,D,359,283.0,J,DOH,QR 29   ,2018-04-12 00:00:00,2018-04-12 14:40:00,D118,1
BE1341,BE,D,DH4,78.0,J,LCY,BE 656  ,2018-04-12 00:00:00,2018-04-12 14:40:00,D1305,1
LM306,LM,D,D38,31.0,J,NWI,LM 305  ,2018-04-12 00:00:00,2018-04-12 14:40:00,D355,1
EZY16,EZY,D,320,186.0,J,LTN,EZY807  ,2018-04-12 00:00:00,2018-04-12 14:40:00,D66,1
BE689,BE,D,DH4,78.0,J,BHD,BE 2102 ,2018-04-12 00:00:00,2018-04-12 14:45:00,D682,1
EZY6901,EZY,D,320,186.0,J,SVQ,EZY6978 ,2018-04-12 00:00:00,2018-04-12 14:50:00,D2212,1
BE2107,BE,D,DH4,78.0,J,LHR,BE 2104 ,2018-04-12 00:00:00,2018-04-12 14:50:00,D1648,1
FR2753,FR,D,73H,189.0,J,PSA,FR 8883 ,2018-04-12 00:00:00,2018-04-12 14:50:00,D1774,1
TK1346,TK,D,73H,165.0,J,IST,TK 1345 ,2018-04-12 00:00:00,2018-04-12 14:55:00,D1334,1
EI3257,EI,D,AT7,72.0,J,DUB,EI 3256 ,2018-04-12 00:00:00,2018-04-12 15:15:00,D1886,1
AF1487,AF,D,E90,100.0,J,CDG,AF 1486 ,2018-04-12 00:00:00,2018-04-12 15:25:00,D1500,1
EZY486,EZY,D,320,186.0,J,BFS,EZY6906 ,2018-04-12 00:00:00,2018-04-12 15:25:00,D609,1
BA8707,BA,D,E70,76.0,J,LCY,BA 8716 ,2018-04-12 00:00:00,2018-04-12 15:30:00,D2588,1
FR6652,FR,D,73H,189.0,J,AGP,FR 7353 ,2018-04-12 00:00:00,2018-04-12 15:40:00,D2152,1
EZY6991,EZY,D,319,156.0,J,NAP,        ,2018-04-12 00:00:00,2018-04-12 15:40:00,D2473,0
BE1343,BE,D,DH4,78.0,J,LCY,BE 848  ,2018-04-12 00:00:00,2018-04-12 15:55:00,D1320,1
SN2064,SN,D,319,141.0,J,BRU,SN 2063 ,2018-04-12 00:00:00,2018-04-12 15:55:00,D1597,1
FR5579,FR,D,73H,189.0,J,ALC,FR 6696 ,2018-04-12 00:00:00,2018-04-12 15:55:00,D2052,1
D81604,D8,D,7M8,189.0,J,PVD,D8 1641 ,2018-04-12 00:00:00,2018-04-12 16:10:00,D1520,1
BE851,BE,D,DH4,78.0,J,BHX,BE 266  ,2018-04-12 00:00:00,2018-04-12 16:15:00,D1021,1
EZY488,EZY,D,320,186.0,J,BFS,EZY427  ,2018-04-12 00:00:00,2018-04-12 16:25:00,D621,1
EZY428,EZY,D,320,186.0,J,BRS,EZY485  ,2018-04-12 00:00:00,2018-04-12 16:30:00,D554,1
KL1290,KL,D,E90,100.0,J,AMS,KL 1289 ,2018-04-12 00:00:00,2018-04-12 16:30:00,D1268,1
BA1455,BA,D,320,168.0,J,LHR,BA 1448 ,2018-04-12 00:00:00,2018-04-12 16:30:00,D1433,1
FR6624,FR,D,73H,189.0,J,KRK,FR 8422 ,2018-04-12 00:00:00,2018-04-12 16:45:00,D2128,1
BA8709,BA,D,E90,98.0,J,LCY,BA 8706 ,2018-04-12 00:00:00,2018-04-12 16:50:00,D2598,1
LM357,LM,D,SF3,33.0,J,LSI,LM 356  ,2018-04-12 00:00:00,2018-04-12 16:55:00,D464,1
EZY6983,EZY,D,320,186.0,J,CPH,EZY237  ,2018-04-12 00:00:00,2018-04-12 17:00:00,D2456,1
LM399,LM,D,SF3,34.0,J,KOI,LM 348  ,2018-04-12 00:00:00,2018-04-12 17:00:00,D515,1
FR1159,FR,D,73H,189.0,J,WRO,FR 1158 ,2018-04-12 00:00:00,2018-04-12 17:00:00,D1190,1
EZY6913,EZY,D,319,156.0,J,MUC,EZY6956 ,2018-04-12 00:00:00,2018-04-12 17:05:00,D2245,1
EZY240,EZY,D,320,186.0,J,STN,EZY17   ,2018-04-12 00:00:00,2018-04-12 17:05:00,D224,1
EZY18,EZY,D,320,180.0,J,LTN,EZY809  ,2018-04-12 00:00:00,2018-04-12 17:05:00,D77,1
LH965,LH,D,321,195.0,J,FRA,LH 964  ,2018-04-12 00:00:00,2018-04-12 17:10:00,D1111,1
FR8888,FR,D,73H,189.0,J,STN,FR 2685 ,2018-04-12 00:00:00,2018-04-12 17:15:00,D2674,1
BE2109,BE,D,DH4,78.0,J,LHR,BE 692  ,2018-04-12 00:00:00,2018-04-12 17:20:00,D1667,1
EZY6957,EZY,D,319,156.0,J,CDG,EZY6932 ,2018-04-12 00:00:00,2018-04-12 17:30:00,D2382,1
BA1459,BA,D,320,168.0,J,LHR,        ,2018-04-12 00:00:00,2018-04-12 17:40:00,D1453,0
BE296,BE,D,DH4,78.0,J,MAN,BE 295  ,2018-04-12 00:00:00,2018-04-12 17:40:00,D330,1
BE853,BE,D,DH4,78.0,J,BHX,BE 1340 ,2018-04-12 00:00:00,2018-04-12 17:50:00,D1052,1
EZY812,EZY,D,320,186.0,J,LGW,EZY487  ,2018-04-12 00:00:00,2018-04-12 17:55:00,D882,1
BE772,BE,D,DH4,78.0,J,SOU,BE 850  ,2018-04-12 00:00:00,2018-04-12 18:00:00,D797,1
EZY430,EZY,D,320,186.0,J,BRS,EZY6996 ,2018-04-12 00:00:00,2018-04-12 18:00:00,D568,1
BA8717,BA,D,E90,98.0,J,LCY,BA 8712 ,2018-04-12 00:00:00,2018-04-12 18:00:00,D2629,1
FR4383,FR,D,73H,189.0,J,HHN,FR 6655 ,2018-04-12 00:00:00,2018-04-12 18:10:00,D1988,1
BA2945,BA,D,319,144.0,J,LGW,BA 1454 ,2018-04-12 00:00:00,2018-04-12 18:25:00,D1827,1
BE267,BE,D,DH4,78.0,J,EMA,BE 771  ,2018-04-12 00:00:00,2018-04-12 18:25:00,D268,1
BA1463,BA,D,319,143.0,J,LHR,BA 2944 ,2018-04-12 00:00:00,2018-04-12 18:30:00,D1476,1
LM308,LM,D,D38,31.0,J,NWI,LM 307  ,2018-04-12 00:00:00,2018-04-12 18:30:00,D365,1
FR8824,FR,D,73H,189.0,J,STN,FR 1053 ,2018-04-12 00:00:00,2018-04-12 18:35:00,D2647,1
EZY6925,EZY,D,320,180.0,J,AMS,EZY6926 ,2018-04-12 00:00:00,2018-04-12 18:40:00,D2303,1
BE4508,BE,D,E95,118.0,J,CWL,BE 4507 ,2018-04-12 00:00:00,2018-04-12 18:40:00,D2024,1
EI3259,EI,D,AT7,72.0,J,DUB,EI 3258 ,2018-04-12 00:00:00,2018-04-12 18:50:00,D1900,1
BA8719,BA,D,E90,98.0,J,LCY,BA 8708 ,2018-04-12 00:00:00,2018-04-12 18:55:00,D2638,1
FR6642,FR,D,73H,189.0,J,BTS,FR 6643 ,2018-04-12 00:00:00,2018-04-12 18:55:00,D2139,1
BE693,BE,D,DH4,78.0,J,BHD,BE 694  ,2018-04-12 00:00:00,2018-04-12 19:20:00,D697,1
SRR6565,SRR,D,76Y,0.0,F,CGN,SRR6566 ,2018-04-12 00:00:00,2018-04-12 19:25:00,D2098,1
BCS2135,BCS,D,75C,0.0,H,EMA,BCS2134 ,2018-04-12 00:00:00,2018-04-12 19:30:00,D1676,1
BE855,BE,D,DH4,78.0,J,BHX,BE 2108 ,2018-04-12 00:00:00,2018-04-12 19:40:00,D1065,1
3V26H,3V,D,73P,0.0,F,LGG,3V 25  N,2018-04-12 00:00:00,2018-04-12 19:45:00,D99,1
BA1465,BA,D,319,143.0,J,LHR,BA 1458 ,2018-04-12 00:00:00,2018-04-12 19:45:00,D1489,1
EZY432,EZY,D,320,186.0,J,BRS,EZY19   ,2018-04-12 00:00:00,2018-04-12 19:55:00,D578,1
EZY20,EZY,D,320,186.0,J,LTN,EZY429  ,2018-04-12 00:00:00,2018-04-12 19:55:00,D90,1
NPT9G,NPT,D,73P,0.0,M,STN,NPT9   H,2018-04-12 00:00:00,2018-04-12 20:00:00,D13,1
FR819,FR,D,73H,189.0,J,DUB,FR 818  ,2018-04-12 00:00:00,2018-04-12 20:10:00,D959,1
EZY814,EZY,D,320,186.0,J,LGW,EZY811  ,2018-04-12 00:00:00,2018-04-12 20:15:00,D910,1
NPT10J,NPT,D,73Y,0.0,M,STN,NPT12  B,2018-04-12 00:00:00,2018-04-12 21:25:00,D21,1
LM776P,LM,D,SF3,0.0,P,EMA,LM 775  ,2018-04-12 00:00:00,2018-04-12 21:40:00,D817,1
NPT12A,NPT,D,73Y,0.0,M,EMA,NPT10  K,2018-04-12 00:00:00,2018-04-12 21:45:00,D51,1
NPT4S,NPT,D,73P,0.0,M,EMA,NPT4   N,2018-04-12 00:00:00,2018-04-12 22:30:00,D3,1
NPT11M,NPT,D,73Y,0.0,M,STN,NPT11  L,2018-04-12 00:00:00,2018-04-12 22:35:00,D33,1
LM769,LM,D,SF3,0.0,M,INV,LM 768  ,2018-04-13 00:00:00,2018-04-13 01:55:00,D785,1
AF1887,AF,D,32A,174.0,J,CDG,AF 1886 ,2018-04-13 00:00:00,2018-04-13 04:55:00,D1581,1
SN2066,SN,D,319,141.0,J,BRU,SN 2065 ,2018-04-13 00:00:00,2018-04-13 04:55:00,D1611,1
EZY6961,EZY,D,320,186.0,J,PRG,EZY6936 ,2018-04-13 00:00:00,2018-04-13 05:00:00,D2403,1
KL1276,KL,D,73H,186.0,J,AMS,KL 1293 ,2018-04-13 00:00:00,2018-04-13 05:00:00,D1205,1
EZY802,EZY,D,320,186.0,J,LGW,EZY6942 ,2018-04-13 00:00:00,2018-04-13 05:05:00,D843,1
FR6626,FR,D,73H,189.0,J,ACE,FR 1070 ,2018-04-13 00:00:00,2018-04-13 05:10:00,D2132,1
BE2101,BE,D,DH4,78.0,J,LHR,BE 1342 ,2018-04-13 00:00:00,2018-04-13 05:20:00,D1619,1
EZY12,EZY,D,319,156.0,J,LTN,EZY6958 ,2018-04-13 00:00:00,2018-04-13 05:20:00,D45,1
FR6681,FR,D,73H,189.0,J,CIA,FR 2752 ,2018-04-13 00:00:00,2018-04-13 05:25:00,D2182,1
FR2453,FR,D,73H,189.0,J,BLQ,FR 8887 ,2018-04-13 00:00:00,2018-04-13 05:25:00,D1696,1
BA8701,BA,D,E90,98.0,J,LCY,BA 8710 ,2018-04-13 00:00:00,2018-04-13 05:30:00,D2560,1
EZY232,EZY,D,320,186.0,J,STN,EZY239  ,2018-04-13 00:00:00,2018-04-13 05:30:00,D190,1
BE1331,BE,D,DH4,78.0,J,LCY,BE 852  ,2018-04-13 00:00:00,2018-04-13 05:30:00,D1279,1
FR6266,FR,D,73H,189.0,J,BCN,FR 8823 ,2018-04-13 00:00:00,2018-04-13 05:30:00,D2085,1
EZY6939,EZY,D,320,186.0,J,KRK,EZY431  ,2018-04-13 00:00:00,2018-04-13 05:40:00,D2336,1
BE290,BE,D,DH4,78.0,J,MAN,BE 1344 ,2018-04-13 00:00:00,2018-04-13 05:40:00,D296,1
BE760,BE,D,DH4,78.0,J,SOU,BE 297  ,2018-04-13 00:00:00,2018-04-13 05:40:00,D746,1
BA2931,BA,D,319,144.0,J,LGW,BA 1452 ,2018-04-13 00:00:00,2018-04-13 05:40:00,D1780,1
LS815,LS,D,73C,148.0,J,FAO,LS 788  ,2018-04-13 00:00:00,2018-04-13 05:45:00,D918,1
BA1435,BA,D,763,259.0,J,LHR,BA 1460 ,2018-04-13 00:00:00,2018-04-13 05:55:00,D1357,1
BE841,BE,D,DH4,78.0,J,BHX,BE 854  ,2018-04-13 00:00:00,2018-04-13 06:00:00,D977,1
EZY6949,EZY,D,320,186.0,J,TFS,EZY813  ,2018-04-13 00:00:00,2018-04-13 06:00:00,D2358,1
BA8703,BA,D,E90,98.0,J,LCY,BA 8714 ,2018-04-13 00:00:00,2018-04-13 06:00:00,D2570,1
EZY6905,EZY,D,320,186.0,J,GVA,EZY6984 ,2018-04-13 00:00:00,2018-04-13 06:00:00,D2221,1
FR8882,FR,D,73H,189.0,J,STN,FR 4382 ,2018-04-13 00:00:00,2018-04-13 06:00:00,D2656,1
BA8711,BA,D,E90,98.0,J,LCY,BA 8718 ,2018-04-13 00:00:00,2018-04-13 06:05:00,D2608,1
EZY482,EZY,D,320,186.0,J,BFS,EZY6902 ,2018-04-13 00:00:00,2018-04-13 06:10:00,D594,1
FR1017,FR,D,73H,189.0,J,BUD,FR 6625 ,2018-04-13 00:00:00,2018-04-13 06:20:00,D1121,1
BE261,BE,D,DH4,78.0,J,EMA,BE 268  ,2018-04-13 00:00:00,2018-04-13 06:20:00,D241,1
BE681,BE,D,DH4,78.0,J,BHD,BE 2110 ,2018-04-13 00:00:00,2018-04-13 06:20:00,D655,1
LM351,LM,D,SF3,33.0,J,LSI,LM 392  ,2018-04-13 00:00:00,2018-04-13 06:25:00,D415,1
FR6656,FR,D,73H,189.0,J,PMI,FR 5578 ,2018-04-13 00:00:00,2018-04-13 06:35:00,D2164,1
LS853,LS,D,73C,148.0,J,VCE,LS 852  ,2018-04-13 00:00:00,2018-04-13 06:45:00,D1041,1
BA1461,BA,D,319,143.0,J,LHR,BA 1462 ,2018-04-13 00:00:00,2018-04-13 07:00:00,D1465,1
FR813,FR,D,73H,189.0,J,DUB,FR 812  ,2018-04-13 00:00:00,2018-04-13 07:15:00,D901,1
TOM1552,TOM,D,73H,189.0,C,TFS,TOM1443 ,2018-04-13 00:00:00,2018-04-13 07:20:00,D1507,1
EI3251,EI,D,AT7,72.0,J,DUB,EI 3250 ,2018-04-13 00:00:00,2018-04-13 07:20:00,D1842,1
LS775,LS,D,73H,189.0,J,ALC,LS 816  ,2018-04-13 00:00:00,2018-04-13 07:30:00,D808,1
BE4502,BE,D,E95,118.0,J,CWL,BE 4501 ,2018-04-13 00:00:00,2018-04-13 07:40:00,D2000,1
FR6826,FR,D,73H,189.0,J,FAO,FR 6653 ,2018-04-13 00:00:00,2018-04-13 07:40:00,D2208,1
EZS6918,EZS,D,320,186.0,J,BSL,EZS6917 ,2018-04-13 00:00:00,2018-04-13 07:40:00,D2272,1
BE843,BE,D,DH4,78.0,J,BHX,BE 680  ,2018-04-13 00:00:00,2018-04-13 07:40:00,D989,1
AF1687,AF,D,318,131.0,J,CDG,AF 1686 ,2018-04-13 00:00:00,2018-04-13 07:45:00,D1556,1
LM302,LM,D,D38,31.0,J,NWI,LM 301  ,2018-04-13 00:00:00,2018-04-13 07:45:00,D341,1
QR32,QR,D,359,283.0,J,DOH,QR 31   ,2018-04-13 00:00:00,2018-04-13 07:45:00,D126,1
EI3675,EI,D,AT7,70.0,J,SNN,EI 3806 ,2018-04-13 00:00:00,2018-04-13 07:50:00,D1960,1
BE2103,BE,D,DH4,78.0,J,LHR,BE 840  ,2018-04-13 00:00:00,2018-04-13 07:55:00,D1642,1
EZY422,EZY,D,320,186.0,J,BRS,EZY421  ,2018-04-13 00:00:00,2018-04-13 07:55:00,D533,1
FR1109,FR,D,73H,189.0,J,EIN,FR 1108 ,2018-04-13 00:00:00,2018-04-13 07:55:00,D1180,1
